candidate,party_id,value,district_id,N,Q,vQ/N
ALEKSEI TUROVSKI,Sotsiaaldemokraatlik Erakond,1787,1,7718,11,2.5469033428349315
MARIANNE MIKKO,Sotsiaaldemokraatlik Erakond,859,1,7718,11,1.224280901788028
JAAK JUSKE,Sotsiaaldemokraatlik Erakond,476,1,7718,11,0.6784140969162996
KATRIN SAKS,Sotsiaaldemokraatlik Erakond,291,1,7718,11,0.4147447525265613
SIRJE KEEVALLIK,Sotsiaaldemokraatlik Erakond,166,1,7718,11,0.23658979010106246
SANDRA KAMILOVA,Sotsiaaldemokraatlik Erakond,126,1,7718,11,0.17958020212490283
MARIS SILD,Sotsiaaldemokraatlik Erakond,87,1,7718,11,0.1239958538481472
TIIA TIIK,Sotsiaaldemokraatlik Erakond,78,1,7718,11,0.11116869655351128
RAIKO PUUSTUSMAA,Sotsiaaldemokraatlik Erakond,56,1,7718,11,0.07981342316662347
HEINART PUHKIM,Sotsiaaldemokraatlik Erakond,48,1,7718,11,0.06841150557139156
RAIVO ORGUSAAR,Eesti Iseseisvuspartei,107,1,107,1,1.0
SVETLANA IVNITSKAJA,Üksikkandidaadid,46,1,46,1,1.0
KERLI GREEN,Rahva Ühtsuse Erakond,43,2,121,4,1.421487603305785
ALEKSANDR APOLINSKY,Rahva Ühtsuse Erakond,38,2,121,4,1.256198347107438
BEATRICE FENICE,Rahva Ühtsuse Erakond,25,2,121,4,0.8264462809917356
MARITA PITK,Rahva Ühtsuse Erakond,15,2,121,4,0.49586776859504134
MARE LIIGER,Eesti Konservatiivne Rahvaerakond,1924,2,3396,14,7.93168433451119
RAUL ÖPIK,Eesti Konservatiivne Rahvaerakond,265,2,3396,14,1.0924617196702002
REIN TÖLP,Eesti Konservatiivne Rahvaerakond,225,2,3396,14,0.9275618374558304
TOOMAS RULL,Eesti Konservatiivne Rahvaerakond,205,2,3396,14,0.8451118963486455
GUNNAR STAHL,Eesti Konservatiivne Rahvaerakond,155,2,3396,14,0.6389870435806831
KAIRET GRASSMANN,Eesti Konservatiivne Rahvaerakond,132,2,3396,14,0.5441696113074205
ORHAN OKTAIN,Eesti Konservatiivne Rahvaerakond,125,2,3396,14,0.5153121319199058
VEIKO HARTWIG VALGEPEA,Eesti Konservatiivne Rahvaerakond,87,2,3396,14,0.3586572438162544
ALAR EHALA,Eesti Konservatiivne Rahvaerakond,68,2,3396,14,0.28032979976442873
TRIIN VAN DOORSLAER,Eesti Konservatiivne Rahvaerakond,53,2,3396,14,0.21849234393404005
VEIKO KRASS,Eesti Konservatiivne Rahvaerakond,49,2,3396,14,0.20200235571260305
RIHO NÜÜD,Eesti Konservatiivne Rahvaerakond,44,2,3396,14,0.18138987043580684
JUHAN KOBIN,Eesti Konservatiivne Rahvaerakond,35,2,3396,14,0.14428739693757361
OLEV PIIR,Eesti Konservatiivne Rahvaerakond,29,2,3396,14,0.11955241460541814
KEIT PENTUS-ROSIMANNUS,Eesti Reformierakond,5716,2,16235,14,4.929103788112103
ARTO AAS,Eesti Reformierakond,2517,2,16235,14,2.170495842315984
IMRE SOOÄÄR,Eesti Reformierakond,2102,2,16235,14,1.8126270403449338
IVI EENMAA,Eesti Reformierakond,1407,2,16235,14,1.2133045888512473
URMAS SUTROP,Eesti Reformierakond,1109,2,16235,14,0.9563289190021559
ÜLLE RAJASALU,Eesti Reformierakond,1066,2,16235,14,0.9192485371111796
NIKOLAI NOVOSJOLOV,Eesti Reformierakond,1016,2,16235,14,0.8761318139821374
KALEV KALLEMETS,Eesti Reformierakond,423,2,16235,14,0.3647674776716969
KALEV KUKK,Eesti Reformierakond,256,2,16235,14,0.22075762242069602
EVE PÄRNASTE,Eesti Reformierakond,183,2,16235,14,0.15780720665229442
GEORG AHER,Eesti Reformierakond,174,2,16235,14,0.15004619648906684
TAAVI TOPPI,Eesti Reformierakond,131,2,16235,14,0.11296581459809055
TOOMAS VIKS,Eesti Reformierakond,95,2,16235,14,0.08192177394518016
OLGA AŠIHMINA,Eesti Reformierakond,40,2,16235,14,0.03449337850323375
VIKTORIA LADÕNSKAJA,Erakond Isamaa ja Res Publica Liit,1393,2,8058,14,2.420203524447754
SVEN SESTER,Erakond Isamaa ja Res Publica Liit,1392,2,8058,14,2.418466120625465
JUKU-KALLE RAID,Erakond Isamaa ja Res Publica Liit,1257,2,8058,14,2.18391660461653
ERKI NOOL,Erakond Isamaa ja Res Publica Liit,1020,2,8058,14,1.7721518987341771
RIINA SOLMAN,Erakond Isamaa ja Res Publica Liit,810,2,8058,14,1.4072970960536113
LAGLE PAREK,Erakond Isamaa ja Res Publica Liit,569,2,8058,14,0.9885827748821048
PRIIDU PÄRNA,Erakond Isamaa ja Res Publica Liit,381,2,8058,14,0.6619508562918839
HENDRIK AGUR,Erakond Isamaa ja Res Publica Liit,336,2,8058,14,0.5837676842889055
KALEV VAPPER,Erakond Isamaa ja Res Publica Liit,264,2,8058,14,0.45867460908414
MADIS PÄTS,Erakond Isamaa ja Res Publica Liit,194,2,8058,14,0.33705634152395136
ILLIMAR LEPPIK VON WIRÉN,Erakond Isamaa ja Res Publica Liit,160,2,8058,14,0.27798461156614546
LINDA EICHLER,Erakond Isamaa ja Res Publica Liit,133,2,8058,14,0.2310747083643584
SÜLVI SARAPUU,Erakond Isamaa ja Res Publica Liit,87,2,8058,14,0.15115413253909157
REET TREI,Erakond Isamaa ja Res Publica Liit,62,2,8058,14,0.10771903698188136
ALEKSANDER LAANE,Erakond Eestimaa Rohelised,404,2,598,5,3.3779264214046822
KÜLLIKE REIMAA,Erakond Eestimaa Rohelised,104,2,598,5,0.8695652173913043
DARJA VORONTSOVA,Erakond Eestimaa Rohelised,43,2,598,5,0.3595317725752508
EVALD LANGEBRAUN,Erakond Eestimaa Rohelised,37,2,598,5,0.3093645484949833
SERGE TJURIN,Erakond Eestimaa Rohelised,10,2,598,5,0.08361204013377926
VALEV KALD,Eestimaa Ühendatud Vasakpartei,30,2,58,3,1.5517241379310345
ALEKSEI DAVÕDOV,Eestimaa Ühendatud Vasakpartei,17,2,58,3,0.8793103448275862
VLADIMIR KRUTŠININ,Eestimaa Ühendatud Vasakpartei,11,2,58,3,0.5689655172413793
ANDRES HERKEL,Eesti Vabaerakond,4227,2,6079,14,9.73482480671163
MONIKA HAUKANÕMM,Eesti Vabaerakond,450,2,6079,14,1.0363546635959862
JEVGENI KRIŠTAFOVITŠ,Eesti Vabaerakond,446,2,6079,14,1.0271426221417996
JAAN RIIS,Eesti Vabaerakond,236,2,6079,14,0.5435104457970061
MARGUS MAIDLA,Eesti Vabaerakond,131,2,6079,14,0.30169435762460933
MARIS MERISTE,Eesti Vabaerakond,127,2,6079,14,0.29248231617042275
HELDUR-VALDEK SEEDER,Eesti Vabaerakond,104,2,6079,14,0.23951307780885014
HOLGER PEEL,Eesti Vabaerakond,95,2,6079,14,0.2187859845369304
KULNO KESKÜLA,Eesti Vabaerakond,72,2,6079,14,0.1658167461753578
JAANUS LUKA,Eesti Vabaerakond,69,2,6079,14,0.15890771508471788
ALDO VAINO,Eesti Vabaerakond,48,2,6079,14,0.11054449745023853
ALEKSANDR DORMIDONTOV,Eesti Vabaerakond,29,2,6079,14,0.06678730054285244
ALAR MAAS,Eesti Vabaerakond,25,2,6079,14,0.0575752590886659
RAIVO OLMET,Eesti Vabaerakond,20,2,6079,14,0.04606020727093272
EDGAR SAVISAAR,Eesti Keskerakond,25057,2,31706,14,11.064088815996973
OLGA IVANOVA,Eesti Keskerakond,1948,2,31706,14,0.8601526524947959
MIHHAIL KORB,Eesti Keskerakond,1904,2,31706,14,0.8407241531571311
TOOMAS VITSUT,Eesti Keskerakond,503,2,31706,14,0.22210307197375892
KALLE KLANDORF,Eesti Keskerakond,400,2,31706,14,0.17662272125149814
MARIA JUFEREVA,Eesti Keskerakond,376,2,31706,14,0.16602535797640824
ELENA GLEBOVA,Eesti Keskerakond,310,2,31706,14,0.13688260896991106
NELLI PRIVALOVA,Eesti Keskerakond,228,2,31706,14,0.10067495111335394
AINI HÄRM,Eesti Keskerakond,218,2,31706,14,0.09625938308206648
TARMO KRIIS,Eesti Keskerakond,215,2,31706,14,0.09493471267268025
JURI DANILOV,Eesti Keskerakond,173,2,31706,14,0.07638932694127294
TÕNIS MÖLDER,Eesti Keskerakond,169,2,31706,14,0.07462309972875797
TAAVI AAS,Eesti Keskerakond,156,2,31706,14,0.06888286128808427
HELEN LAUSMA-SAAR,Eesti Keskerakond,49,2,31706,14,0.02163628335330852
ANDRES ANVELT,Sotsiaaldemokraatlik Erakond,3558,2,7827,14,6.36412418551169
BARBI-JENNY PILVRE-STORGARD,Sotsiaaldemokraatlik Erakond,909,2,7827,14,1.6259103104637793
ANDREI HVOSTOV,Sotsiaaldemokraatlik Erakond,740,2,7827,14,1.3236233550530216
KARL-MARTIN SINIJÄRV,Sotsiaaldemokraatlik Erakond,565,2,7827,14,1.0106043183850772
VADIM BELOBROVTSEV,Sotsiaaldemokraatlik Erakond,387,2,7827,14,0.6922192410885397
OTT PÄRNA,Sotsiaaldemokraatlik Erakond,268,2,7827,14,0.47936629615433757
SIIM TUISK,Sotsiaaldemokraatlik Erakond,268,2,7827,14,0.47936629615433757
TOOMAS ALATALU,Sotsiaaldemokraatlik Erakond,253,2,7827,14,0.4525360930113709
ANDRA VEIDEMANN,Sotsiaaldemokraatlik Erakond,235,2,7827,14,0.42033984923981094
TIIU KUURME,Sotsiaaldemokraatlik Erakond,197,2,7827,14,0.35237000127762874
JELENA POVERINA-TŠERNÕH,Sotsiaaldemokraatlik Erakond,167,2,7827,14,0.2987095949916954
REET LAJA,Sotsiaaldemokraatlik Erakond,118,2,7827,14,0.21106426472467102
REIGO KIMMEL,Sotsiaaldemokraatlik Erakond,95,2,7827,14,0.1699246199054555
JEVGENIA KIRILOVA,Sotsiaaldemokraatlik Erakond,67,2,7827,14,0.11984157403858439
LAURI LIIKANE,Eesti Iseseisvuspartei,58,2,58,1,1.0
MAARIKA PÄHKLEMÄE,Üksikkandidaadid,82,2,192,4,1.7083333333333333
GREETE REINSON,Üksikkandidaadid,42,2,192,4,0.875
HENN LEETNA,Üksikkandidaadid,42,2,192,4,0.875
ILMAR IBRAGIMOV,Üksikkandidaadid,26,2,192,4,0.5416666666666666
JANE SNAITH,Rahva Ühtsuse Erakond,41,3,78,3,1.5769230769230769
MARIO MÄRTSON,Rahva Ühtsuse Erakond,19,3,78,3,0.7307692307692307
ANDREA GREEN,Rahva Ühtsuse Erakond,18,3,78,3,0.6923076923076923
MARTIN HELME,Eesti Konservatiivne Rahvaerakond,4296,3,4570,10,9.400437636761488
PIIA PAEMURRU,Eesti Konservatiivne Rahvaerakond,76,3,4570,10,0.16630196936542668
KAAREL JAAK ROOSAARE,Eesti Konservatiivne Rahvaerakond,51,3,4570,10,0.11159737417943107
ANDRUS LEBERECHT,Eesti Konservatiivne Rahvaerakond,32,3,4570,10,0.0700218818380744
IVO RATAS,Eesti Konservatiivne Rahvaerakond,32,3,4570,10,0.0700218818380744
KALJU MÄTIK,Eesti Konservatiivne Rahvaerakond,24,3,4570,10,0.0525164113785558
WESSE ALLIK,Eesti Konservatiivne Rahvaerakond,21,3,4570,10,0.045951859956236324
JAAK VIMM,Eesti Konservatiivne Rahvaerakond,15,3,4570,10,0.03282275711159737
MARGUS REEMETS,Eesti Konservatiivne Rahvaerakond,12,3,4570,10,0.0262582056892779
EDGAR VIIGIMÄE,Eesti Konservatiivne Rahvaerakond,11,3,4570,10,0.024070021881838075
URMAS PAET,Eesti Reformierakond,7868,3,15784,10,4.984794728839331
MARIS LAURI,Eesti Reformierakond,4019,3,15784,10,2.546249366447035
EERIK-NIILES KROSS,Eesti Reformierakond,1944,3,15784,10,1.2316269640141917
PAUL-EERIK RUMMO,Eesti Reformierakond,642,3,15784,10,0.4067410035478966
MARTIN KUKK,Eesti Reformierakond,456,3,15784,10,0.28890015205271163
EERO MERILIND,Eesti Reformierakond,291,3,15784,10,0.18436391282311201
ÕNNE PILLAK,Eesti Reformierakond,203,3,15784,10,0.1286112519006589
JOONAS VÄNTO,Eesti Reformierakond,160,3,15784,10,0.10136847440446022
KAIDO KAABERMA,Eesti Reformierakond,131,3,15784,10,0.0829954384186518
JOEL JESSE,Eesti Reformierakond,70,3,15784,10,0.04434870755195134
URMAS REINSALU,Erakond Isamaa ja Res Publica Liit,2949,3,5696,10,5.177317415730337
MART NUTT,Erakond Isamaa ja Res Publica Liit,1068,3,5696,10,1.875
SIIM VALMAR KIISLER,Erakond Isamaa ja Res Publica Liit,556,3,5696,10,0.976123595505618
EVELIN SAMUEL,Erakond Isamaa ja Res Publica Liit,268,3,5696,10,0.4705056179775281
ANDRES ÖPIK,Erakond Isamaa ja Res Publica Liit,198,3,5696,10,0.3476123595505618
JAAK UUDMÄE,Erakond Isamaa ja Res Publica Liit,187,3,5696,10,0.3283005617977528
TIIT PAPP,Erakond Isamaa ja Res Publica Liit,144,3,5696,10,0.25280898876404495
ANDRES ERGMA,Erakond Isamaa ja Res Publica Liit,132,3,5696,10,0.23174157303370788
URMAS MARDI,Erakond Isamaa ja Res Publica Liit,108,3,5696,10,0.1896067415730337
MADIS KÜBAR,Erakond Isamaa ja Res Publica Liit,86,3,5696,10,0.15098314606741572
TÕNU TRUBETSKY,Erakond Eestimaa Rohelised,347,3,512,5,3.388671875
MAIGI KÄIGE,Erakond Eestimaa Rohelised,65,3,512,5,0.634765625
ANNE ARTUS,Erakond Eestimaa Rohelised,43,3,512,5,0.419921875
ALLAN TALU,Erakond Eestimaa Rohelised,34,3,512,5,0.33203125
MIKK PARIS,Erakond Eestimaa Rohelised,23,3,512,5,0.224609375
VLADIMIR DROZDOV,Eestimaa Ühendatud Vasakpartei,28,3,39,2,1.435897435897436
SVETLANA MOSKVINA,Eestimaa Ühendatud Vasakpartei,11,3,39,2,0.5641025641025641
AIN LUTSEPP,Eesti Vabaerakond,4109,3,5421,10,7.579782327983767
SERGEI METLEV,Eesti Vabaerakond,509,3,5421,10,0.9389411547684929
ÜLO MATTHEUS,Eesti Vabaerakond,167,3,5421,10,0.30806124331304185
TÕNU PLOOMPUU,Eesti Vabaerakond,143,3,5421,10,0.2637889688249401
ANNE HANSBERG,Eesti Vabaerakond,126,3,5421,10,0.23242944106253458
TARMO KALDMA,Eesti Vabaerakond,97,3,5421,10,0.17893377605607821
EDA HEINLA,Eesti Vabaerakond,97,3,5421,10,0.17893377605607821
TAAVI SIMSON,Eesti Vabaerakond,69,3,5421,10,0.12728278915329275
JAAN MIHKEL UUSTALU,Eesti Vabaerakond,68,3,5421,10,0.12543811104962185
MARGUS JAAGO,Eesti Vabaerakond,36,3,5421,10,0.06640841173215274
REIN RATAS,Eesti Keskerakond,3449,3,12732,10,2.708922400251335
ERKI SAVISAAR,Eesti Keskerakond,1826,3,12732,10,1.434181589695256
ARVO SARAPUU,Eesti Keskerakond,1662,3,12732,10,1.3053722902921772
IGOR KRAVTŠENKO,Eesti Keskerakond,1360,3,12732,10,1.0681746779767516
MARGARITA TŠERNOGOROVA,Eesti Keskerakond,1159,3,12732,10,0.9103047439522463
EDUARD TOMAN,Eesti Keskerakond,953,3,12732,10,0.7485076971410619
MERIKE MARTINSON,Eesti Keskerakond,946,3,12732,10,0.7430097392397109
HELLE KALDA,Eesti Keskerakond,771,3,12732,10,0.6055607917059378
TIIT TERIK,Eesti Keskerakond,389,3,12732,10,0.30552937480364434
IRINA EMBRICH,Eesti Keskerakond,217,3,12732,10,0.17043669494187874
RAINER VAKRA,Sotsiaaldemokraatlik Erakond,4132,3,7311,10,5.651757625495828
MART MERI,Sotsiaaldemokraatlik Erakond,788,3,7311,10,1.0778279305156613
SILVER MEIKAR,Sotsiaaldemokraatlik Erakond,738,3,7311,10,1.0094378334017233
OLGA SÕTNIK,Sotsiaaldemokraatlik Erakond,358,3,7311,10,0.4896730953357954
ANTO LIIVAT,Sotsiaaldemokraatlik Erakond,353,3,7311,10,0.4828340856244016
LAURI LAATS,Sotsiaaldemokraatlik Erakond,282,3,7311,10,0.38572014772260976
KADI PÄRNITS,Sotsiaaldemokraatlik Erakond,245,3,7311,10,0.3351114758582957
KÜLLI URB,Sotsiaaldemokraatlik Erakond,176,3,7311,10,0.24073314184106143
JAAK KANGILASKI,Sotsiaaldemokraatlik Erakond,142,3,7311,10,0.19422787580358364
GERD TARAND,Sotsiaaldemokraatlik Erakond,97,3,7311,10,0.13267678840103952
MERLE OTSMAA,Eesti Iseseisvuspartei,67,3,67,1,1.0
RAIMO KÄGU,Rahva Ühtsuse Erakond,205,4,303,5,3.382838283828383
ANDREI ŠARŠOV,Rahva Ühtsuse Erakond,40,4,303,5,0.6600660066006601
RAIVO ALGUR,Rahva Ühtsuse Erakond,25,4,303,5,0.41254125412541254
SILJA TRISBERG,Rahva Ühtsuse Erakond,17,4,303,5,0.28052805280528054
TAAVI KEEDUS,Rahva Ühtsuse Erakond,16,4,303,5,0.264026402640264
HENN PÕLLUAAS,Eesti Konservatiivne Rahvaerakond,4309,4,7050,16,9.779290780141844
SIIM POHLAK,Eesti Konservatiivne Rahvaerakond,1128,4,7050,16,2.56
MART JÄRVIK,Eesti Konservatiivne Rahvaerakond,323,4,7050,16,0.7330496453900709
MAIDO PAJO,Eesti Konservatiivne Rahvaerakond,298,4,7050,16,0.6763120567375887
RENE KOKK,Eesti Konservatiivne Rahvaerakond,180,4,7050,16,0.4085106382978723
KAI RIMMEL,Eesti Konservatiivne Rahvaerakond,175,4,7050,16,0.3971631205673759
LAURI LASIMER,Eesti Konservatiivne Rahvaerakond,122,4,7050,16,0.27687943262411346
PAUL PUUSTUSMAA,Eesti Konservatiivne Rahvaerakond,116,4,7050,16,0.2632624113475177
ANETT LEOSK,Eesti Konservatiivne Rahvaerakond,100,4,7050,16,0.22695035460992907
HEINO LÕIVEKE,Eesti Konservatiivne Rahvaerakond,97,4,7050,16,0.2201418439716312
VEIKO VÄRK,Eesti Konservatiivne Rahvaerakond,50,4,7050,16,0.11347517730496454
OLAVI TUTT,Eesti Konservatiivne Rahvaerakond,39,4,7050,16,0.08851063829787234
TAAVI TAPU,Eesti Konservatiivne Rahvaerakond,39,4,7050,16,0.08851063829787234
JÜRI DERKUN,Eesti Konservatiivne Rahvaerakond,31,4,7050,16,0.07035460992907801
OLAV KRUUS,Eesti Konservatiivne Rahvaerakond,25,4,7050,16,0.05673758865248227
TOIVO KIRTSI,Eesti Konservatiivne Rahvaerakond,18,4,7050,16,0.04085106382978723
TAAVI RÕIVAS,Eesti Reformierakond,15881,4,30924,16,8.21678954857069
YOKO ALENDER,Eesti Reformierakond,2715,4,30924,16,1.404734187039193
MADIS MILLING,Eesti Reformierakond,2580,4,30924,16,1.3348855258052
AIVAR SÕERD,Eesti Reformierakond,2047,4,30924,16,1.059112663303583
KALLE PALLING,Eesti Reformierakond,1917,4,30924,16,0.9918509895227008
LAINE RANDJÄRV,Eesti Reformierakond,1698,4,30924,16,0.8785409390764455
ANDRE SEPP,Eesti Reformierakond,679,4,30924,16,0.35131289613245376
MART VÕRKLAEV,Eesti Reformierakond,615,4,30924,16,0.31819945673263483
ENNO FELS,Eesti Reformierakond,566,4,30924,16,0.2928469796921485
ANNELIIS KÕIV,Eesti Reformierakond,549,4,30924,16,0.2840512223515716
VLADAS RADVILAVIČIUS,Eesti Reformierakond,401,4,30924,16,0.20747639373949037
ANDRUS UMBOJA,Eesti Reformierakond,369,4,30924,16,0.1909196740395809
TÕNIS KÕIV,Eesti Reformierakond,355,4,30924,16,0.18367610917087052
AIN TÄPSI,Eesti Reformierakond,237,4,30924,16,0.1226232052774544
KALEV LILLO,Eesti Reformierakond,168,4,30924,16,0.08692277842452464
ENA SOODLA,Eesti Reformierakond,147,4,30924,16,0.07605743112145906
JUHAN PARTS,Erakond Isamaa ja Res Publica Liit,4208,4,14484,16,4.648439657553162
MARKO MIHKELSON,Erakond Isamaa ja Res Publica Liit,2842,4,14484,16,3.139464236398785
TIINA KANGRO,Erakond Isamaa ja Res Publica Liit,1669,4,14484,16,1.843689588511461
AIVAR RIISALU,Erakond Isamaa ja Res Publica Liit,1536,4,14484,16,1.696768848384424
ANDRUS SAARE,Erakond Isamaa ja Res Publica Liit,1054,4,14484,16,1.164319248826291
MARI-ANN KELAM,Erakond Isamaa ja Res Publica Liit,581,4,14484,16,0.6418116542391604
KAUPO RÄTSEPP,Erakond Isamaa ja Res Publica Liit,475,4,14484,16,0.5247169290251312
TOOMAS TÕNISTE,Erakond Isamaa ja Res Publica Liit,462,4,14484,16,0.5103562551781275
LAURI VAHTRE,Erakond Isamaa ja Res Publica Liit,419,4,14484,16,0.4628555647611157
ANDRES LAISK,Erakond Isamaa ja Res Publica Liit,281,4,14484,16,0.31041148853907763
REET ROOS,Erakond Isamaa ja Res Publica Liit,254,4,14484,16,0.28058547362607017
ANDRES KAARMANN,Erakond Isamaa ja Res Publica Liit,192,4,14484,16,0.212096106048053
TIIT LEIER,Erakond Isamaa ja Res Publica Liit,183,4,14484,16,0.20215410107705054
JAN TREI,Erakond Isamaa ja Res Publica Liit,135,4,14484,16,0.1491300745650373
PRIIT PÕLDMÄE,Erakond Isamaa ja Res Publica Liit,101,4,14484,16,0.11157138911902789
KADRI TILLEMANN,Erakond Isamaa ja Res Publica Liit,92,4,14484,16,0.1016293841480254
VALDUR LAHTVEE,Erakond Eestimaa Rohelised,427,4,836,6,3.0645933014354068
JOONAS LAKS,Erakond Eestimaa Rohelised,155,4,836,6,1.11244019138756
