candidate,value,elected,party,party_id,district_id,Unnamed: 3,N,Q,vQ/N
MORRA GIAN PAOLO,9,,ALL.UM.,10,1,,320,17,0.478125
PRIANO CERESOLE CLAUDIA,9,,ALL.UM.,10,1,,320,17,0.478125
FODDAI LUCA,9,,ALL.UM.,10,1,,320,17,0.478125
CICI ANTONELLA,8,,ALL.UM.,10,1,,320,17,0.425
SCOGNAMIGLIO CIRO,5,,ALL.UM.,10,1,,320,17,0.265625
RUSSOMANNO ALEANDRO,4,,ALL.UM.,10,1,,320,17,0.2125
SELLITTI ENRICO,2,,ALL.UM.,10,1,,320,17,0.10625
MASCIA VEZIO,584,,PS D'AZ.,11,1,,3057,36,6.877330716388617
CATANZARITI FRANCESCO,549,,PS D'AZ.,11,1,,3057,36,6.465161923454367
CUGUSI VINCENZO,450,,PS D'AZ.,11,1,,3057,36,5.299313052011776
VENUSTI MARTINO,281,,PS D'AZ.,11,1,,3057,36,3.309126594700687
CALVISI GIOVANNI,176,,PS D'AZ.,11,1,,3057,36,2.072620215897939
LEPORI GIOVANNI,140,,PS D'AZ.,11,1,,3057,36,1.648675171736997
MUREDDU PAOLO,83,,PS D'AZ.,11,1,,3057,36,0.9774288518155054
MELIS ALVANDO,73,,PS D'AZ.,11,1,,3057,36,0.8596663395485771
CADONI ALDO,69,,PS D'AZ.,11,1,,3057,36,0.8125613346418057
ARAMU GIOVANNI,50,,PS D'AZ.,11,1,,3057,36,0.5888125613346418
BIONDO VITO,45,,PS D'AZ.,11,1,,3057,36,0.5299313052011776
BALZANO ANNA,42,,PS D'AZ.,11,1,,3057,36,0.4946025515210991
CASINI GIOVANNI,39,,PS D'AZ.,11,1,,3057,36,0.4592737978410206
VALDES ANTONIO,38,,PS D'AZ.,11,1,,3057,36,0.4474975466143278
MADEDDU ANTONIETTA,37,,PS D'AZ.,11,1,,3057,36,0.43572129538763493
TRUDU MARIANO,36,,PS D'AZ.,11,1,,3057,36,0.4239450441609421
MURTAS PEPPINELLO,36,,PS D'AZ.,11,1,,3057,36,0.4239450441609421
DELIZZOS GIACOMO,34,,PS D'AZ.,11,1,,3057,36,0.40039254170755645
PRANTEDDU GRAZIANO,31,,PS D'AZ.,11,1,,3057,36,0.3650637880274779
FRAU SEBASTIANA,28,,PS D'AZ.,11,1,,3057,36,0.3297350343473994
SALIDU MARCO,25,,PS D'AZ.,11,1,,3057,36,0.2944062806673209
STOCCHINO FRANCESCO,24,,PS D'AZ.,11,1,,3057,36,0.2826300294406281
MUNTONI LIVIANA,24,,PS D'AZ.,11,1,,3057,36,0.2826300294406281
MELIS GIACOMO ANTONIO,20,,PS D'AZ.,11,1,,3057,36,0.23552502453385674
LECCA FRANCESCO,18,,PS D'AZ.,11,1,,3057,36,0.21197252208047104
DEMURTAS ANTONIO,17,,PS D'AZ.,11,1,,3057,36,0.20019627085377822
MAMELI GOFFREDO,16,,PS D'AZ.,11,1,,3057,36,0.18842001962708538
FRAU GIUSEPPE,15,,PS D'AZ.,11,1,,3057,36,0.17664376840039253
GUISO ANTONIO,15,,PS D'AZ.,11,1,,3057,36,0.17664376840039253
TROGU PAOLO,14,,PS D'AZ.,11,1,,3057,36,0.1648675171736997
PILI SERGIO,13,,PS D'AZ.,11,1,,3057,36,0.15309126594700687
DORE GIOVANNI,9,,PS D'AZ.,11,1,,3057,36,0.10598626104023552
SIZA FRANCESCO,8,,PS D'AZ.,11,1,,3057,36,0.09421000981354269
MURGIA GIOVANNINO,8,,PS D'AZ.,11,1,,3057,36,0.09421000981354269
MURRU PIERO,7,,PS D'AZ.,11,1,,3057,36,0.08243375858684986
TRONCI FRANCESCO,3,,PS D'AZ.,11,1,,3057,36,0.03532875368007851
AMATO GIULIANO,50816,Eletto,PSI,12,1,,237609,36,7.699102306730806
LA GANGA GIUSEPPE,29301,Eletto,PSI,12,1,,237609,36,4.439377296314533
CARDETTI GIORGIO,29222,Eletto,PSI,12,1,,237609,36,4.4274080527252755
SALERNO GABRIELE,26188,Eletto,PSI,12,1,,237609,36,3.9677284951327603
FIANDROTTI FILIPPO,23694,Eletto,PSI,12,1,,237609,36,3.589864020302261
MERCURIO DOMENICO,8760,,PSI,12,1,,237609,36,1.3272224536949357
DOSSENA GIUSEPPE,8648,,PSI,12,1,,237609,36,1.3102533994924435
ALBERTELLA GIANDOMENICO,6858,,PSI,12,1,,237609,36,1.0390515510776106
CARACCIOLO GIOVANNI,6404,,PSI,12,1,,237609,36,0.9702662777925078
AXERIO PIETRO,4739,,PSI,12,1,,237609,36,0.7180031059429567
ABBA' FERDINANDO,3522,,PSI,12,1,,237609,36,0.5336161509033749
BIELLI FRANCO,3492,,PSI,12,1,,237609,36,0.5290708685277072
MAURO MARIO,3007,,PSI,12,1,,237609,36,0.4555888034544146
MAIO GIUSEPPE,2505,,PSI,12,1,,237609,36,0.3795310783682436
GIANCHERO MICHELE,2406,,PSI,12,1,,237609,36,0.3645316465285406
DE CARLI GIULIETTA,2316,,PSI,12,1,,237609,36,0.3508957994015378
PLACANICA NICOLA,2003,,PSI,12,1,,237609,36,0.30347335328207264
PILONE GIOVANNI,1881,,PSI,12,1,,237609,36,0.2849892049543578
SCANCARELLO GIOVANNI,1851,,PSI,12,1,,237609,36,0.2804439225786902
MULAS VINCENZO,1725,,PSI,12,1,,237609,36,0.26135373660088634
DE VITA RAFFAELA,1711,,PSI,12,1,,237609,36,0.2592326048255748
FORNARA PIER CARLO,1665,,PSI,12,1,,237609,36,0.25226317184955116
CASTELLI ANGELO,1661,,PSI,12,1,,237609,36,0.2516571341994621
CORBETTA LUIGI,1583,,PSI,12,1,,237609,36,0.2398394000227264
PERCIA ROSARIO,1532,,PSI,12,1,,237609,36,0.23211241998409152
GIAVINA DANTE,1472,,PSI,12,1,,237609,36,0.22302185523275633
GALLINA EZIO,1429,,PSI,12,1,,237609,36,0.21650695049429947
FAVRO FRANCO,1212,,PSI,12,1,,237609,36,0.18362940797697058
MUSSANO GAUDENZIO,1207,,PSI,12,1,,237609,36,0.1828718609143593
DI SANTO AURELIO,989,,PSI,12,1,,237609,36,0.14984280898450816
ROSSO SERGIO,938,,PSI,12,1,,237609,36,0.14211582894587327
MUSSA IVALDI VERCELLI CARLO,799,,PSI,12,1,,237609,36,0.1210560206052801
VERDUCCI FORTUNATO,676,,PSI,12,1,,237609,36,0.102420362865043
NAVA CLAUDIO,666,,PSI,12,1,,237609,36,0.10090526873982046
PICATTO LORENZO,496,,PSI,12,1,,237609,36,0.07514866861103746
TURCO GIAN LUIGI,235,,PSI,12,1,,237609,36,0.03560471194272944
SCALFARO OSCAR LUIGI,91722,Eletto,DC,13,1,,639322,36,5.1648339960145275
BODRATO GUIDO,51294,Eletto,DC,13,1,,639322,36,2.8883473429664552
BOTTA GIUSEPPE,49123,Eletto,DC,13,1,,639322,36,2.7660990862194637
BONSIGNORE VITO,47483,Eletto,DC,13,1,,639322,36,2.6737512552360156
LEGA SILVIO,41805,Eletto,DC,13,1,,639322,36,2.354025045282346
ROSSI DI MONTELERA LUIGI,40782,Eletto,DC,13,1,,639322,36,2.296420270223768
CAVIGLIASSO PAOLA,40315,Eletto,DC,13,1,,639322,36,2.270123662254701
ASTORI GIANFRANCO,36029,Eletto,DC,13,1,,639322,36,2.028780489330885
ZOLLA MICHELE,34411,Eletto,DC,13,1,,639322,36,1.937671470714288
BALZARDI PIERO ANGELO,32358,,DC,13,1,,639322,36,1.8220677530258618
PORCELLANA GIOVANNI,29561,,DC,13,1,,639322,36,1.6645696534766519
SARTORIS RICCARDO,29049,,DC,13,1,,639322,36,1.6357391111208437
PIZZETTI FRANCESCO DETTO FRANCO,26826,,DC,13,1,,639322,36,1.5105627524158405
RAIO MARIO,15500,,DC,13,1,,639322,36,0.8727996220996618
TRIPOLI MARIA PAOLA,11623,,DC,13,1,,639322,36,0.654487097268669
COSTAMAGNA GIUSEPPE,9872,,DC,13,1,,639322,36,0.5558888947979266
DIANA ROBERTO,6950,,DC,13,1,,639322,36,0.3913520886188806
PEYRON ETTORE,4407,,DC,13,1,,639322,36,0.2481566409414974
OLDRINI MAURIZIO,4002,,DC,13,1,,639322,36,0.2253512314608288
CONTI SEVERINO,3844,,DC,13,1,,639322,36,0.21645430628071613
MUSSETTO BERNARDO,3673,,DC,13,1,,639322,36,0.20682535561110052
LEONARDI SANDRO,3498,,DC,13,1,,639322,36,0.19697116632933012
PENNAGLIA GIOVANNI,3418,,DC,13,1,,639322,36,0.19246639408623512
MERLO MANARA MARIA,2824,,DC,13,1,,639322,36,0.1590184601812545
RUSCHETTI TARCISIO,2520,,DC,13,1,,639322,36,0.14190032565749341
GERVINO LUIGI,2439,,DC,13,1,,639322,36,0.1373392437613597
QUAGLIA FRANCO,2141,,DC,13,1,,639322,36,0.12055896715583071
CATALDO DONATO,1973,,DC,13,1,,639322,36,0.11109894544533115
CIMA FRANCESCO,1767,,DC,13,1,,639322,36,0.09949915691936145
MANNA GRAZIA,1703,,DC,13,1,,639322,36,0.09589533912488543
VILLA MARIA LUISA,1573,,DC,13,1,,639322,36,0.08857508422985601
CHIARLE ENRICO,1446,,DC,13,1,,639322,36,0.08142375829394265
ISGRO' GIUSEPPE,1217,,DC,13,1,,639322,36,0.06852884774808313
CAPOVILLA GEMMI FERNANDO,800,,DC,13,1,,639322,36,0.04504772243095029
BARO GIAN ANTONIO,692,,DC,13,1,,639322,36,0.038966279902772
SECOLI BORNEY CARLA,682,,DC,13,1,,639322,36,0.03840318337238512
ALTISSIMO RENATO,15276,Eletto,PLI,14,1,,62300,36,8.827223113964687
ZANONE VALERIO,14005,,PLI,14,1,,62300,36,8.092776886035313
BASTIANINI ATTILIO,8834,,PLI,14,1,,62300,36,5.104719101123596
RE PIERGIORGIO,4948,,PLI,14,1,,62300,36,2.8591974317817015
VACCA CAVALOT GIANCARLO,2846,,PLI,14,1,,62300,36,1.6445585874799358
AMERIO PIER LUIGI,2335,,PLI,14,1,,62300,36,1.3492776886035314
BIGI DANTE,1324,,PLI,14,1,,62300,36,0.7650722311396468
CAPPA VERZONE SECONDO,1155,,PLI,14,1,,62300,36,0.6674157303370787
BROSIO GUIDO,991,,PLI,14,1,,62300,36,0.5726484751203852
BISON FERRARIS MARIA TERESA,907,,PLI,14,1,,62300,36,0.5241091492776886
FERRARO CARLO,889,,PLI,14,1,,62300,36,0.5137078651685393
SALVATICO CATERINA,592,,PLI,14,1,,62300,36,0.34208667736757625
BONDONNO GUIDO,563,,PLI,14,1,,62300,36,0.32532905296950243
TORRE MICHELE,544,,PLI,14,1,,62300,36,0.31434991974317816
ANTONIETTI MAURO,519,,PLI,14,1,,62300,36,0.29990369181380416
FALCIONI SILVIO,516,,PLI,14,1,,62300,36,0.2981701444622793
MANUNTA GIOVANNI,504,,PLI,14,1,,62300,36,0.2912359550561798
LEVIS FEDERICO,464,,PLI,14,1,,62300,36,0.2681219903691814
FRANZETTA DASSANO MARIA CARMELA,459,,PLI,14,1,,62300,36,0.2652327447833066
FRANKEL GIORGIO,456,,PLI,14,1,,62300,36,0.2634991974317817
BENEDETTO LUIGI,410,,PLI,14,1,,62300,36,0.23691813804173353
FABBRI FRANCO,389,,PLI,14,1,,62300,36,0.22478330658105938
CAGLIANO MARIO,381,,PLI,14,1,,62300,36,0.2201605136436597
PERACINO VITTORIO,355,,PLI,14,1,,62300,36,0.20513643659711076
GARELLA UMBERTO,355,,PLI,14,1,,62300,36,0.20513643659711076
NAY CESARE,278,,PLI,14,1,,62300,36,0.16064205457463884
VIOLA MAURIZIO,276,,PLI,14,1,,62300,36,0.15948635634028893
GROSSI MARIO,239,,PLI,14,1,,62300,36,0.1381059390048154
POZZI VITTORIO,222,,PLI,14,1,,62300,36,0.12828250401284108
GONELLA LUIGI,210,,PLI,14,1,,62300,36,0.12134831460674157
MANFREDINI DOMENICO,200,,PLI,14,1,,62300,36,0.11556982343499198
LUCCA CARLO,193,,PLI,14,1,,62300,36,0.11152487961476726
MATACENA RAIMONDO,189,,PLI,14,1,,62300,36,0.10921348314606742
SANDONNINI PIER LUIGI,187,,PLI,14,1,,62300,36,0.1080577849117175
STORNELLI IVAN,185,,PLI,14,1,,62300,36,0.10690208667736757
SEMINATORE SALVATORE,104,,PLI,14,1,,62300,36,0.060096308186195824
GADDI SERGIO,1485,,MOV.LIB.FISCALE,15,1,,4809,31,9.572676232064879
AIMO GIORGIO,491,,MOV.LIB.FISCALE,15,1,,4809,31,3.165107090871283
ALBEZZANO MICHELINA,394,,MOV.LIB.FISCALE,15,1,,4809,31,2.5398211686421295
NEGRO GIUSEPPE,326,,MOV.LIB.FISCALE,15,1,,4809,31,2.10147639841963
CARDILLO ARNALDO,204,,MOV.LIB.FISCALE,15,1,,4809,31,1.3150343106674984
ANTISTA GIOVANNI,191,,MOV.LIB.FISCALE,15,1,,4809,31,1.23123310459555
SERAFINO ANSELMO,130,,MOV.LIB.FISCALE,15,1,,4809,31,0.8380120607194843
BERUATTO GIANASSO MARIA LUISA,130,,MOV.LIB.FISCALE,15,1,,4809,31,0.8380120607194843
FALCONE PIER PAOLO,123,,MOV.LIB.FISCALE,15,1,,4809,31,0.7928883343730505
TRINCHERI GIOVANNI,120,,MOV.LIB.FISCALE,15,1,,4809,31,0.7735495945102931
BONGIOANINI MARCELLA,113,,MOV.LIB.FISCALE,15,1,,4809,31,0.7284258681638595
ROSSANO GIOVANNI BATTISTA,88,,MOV.LIB.FISCALE,15,1,,4809,31,0.5672697026408817
LO RE GIUSEPPE,87,,MOV.LIB.FISCALE,15,1,,4809,31,0.5608234560199625
GANDINI MARIO,83,,MOV.LIB.FISCALE,15,1,,4809,31,0.5350384695362861
LIBANORI ALMERIO,77,,MOV.LIB.FISCALE,15,1,,4809,31,0.4963609898107715
BETTELANI MARCELLO,76,,MOV.LIB.FISCALE,15,1,,4809,31,0.48991474318985234
DEL LUONGO PASQUALE,70,,MOV.LIB.FISCALE,15,1,,4809,31,0.4512372634643377
CASABASSA SANDRO,68,,MOV.LIB.FISCALE,15,1,,4809,31,0.43834477022249946
GIANASSO ANDREA,66,,MOV.LIB.FISCALE,15,1,,4809,31,0.42545227698066124
ORRU' ANTONIO,64,,MOV.LIB.FISCALE,15,1,,4809,31,0.412559783738823
LEVI FEDERICO,60,,MOV.LIB.FISCALE,15,1,,4809,31,0.3867747972551466
MUSSIO ANGELO,52,,MOV.LIB.FISCALE,15,1,,4809,31,0.33520482428779375
GUAZZONE BRUNO,51,,MOV.LIB.FISCALE,15,1,,4809,31,0.3287585776668746
DE MARTINIS MICHELE,51,,MOV.LIB.FISCALE,15,1,,4809,31,0.3287585776668746
CAMPI ERNESTO,48,,MOV.LIB.FISCALE,15,1,,4809,31,0.3094198378041173
PASINI GIOVANNI,43,,MOV.LIB.FISCALE,15,1,,4809,31,0.2771886046995217
ROGGERO GIANCARLO,32,,MOV.LIB.FISCALE,15,1,,4809,31,0.2062798918694115
CISCO ROBERTO,31,,MOV.LIB.FISCALE,15,1,,4809,31,0.1998336452484924
PALAFERRI GALGANO,27,,MOV.LIB.FISCALE,15,1,,4809,31,0.17404865876481598
PESCETTI RENATO,18,,MOV.LIB.FISCALE,15,1,,4809,31,0.11603243917654397
ROSATI FRANCO,10,,MOV.LIB.FISCALE,15,1,,4809,31,0.0644624662091911
NICOLAZZI FRANCO,24942,Eletto,PSDI,16,1,,72412,36,12.400044191570458
CERUTTI GIUSEPPE,15769,,PSDI,16,1,,72412,36,7.8396398387007675
FURNARI BALDASSARRE,8459,,PSDI,16,1,,72412,36,4.205435563166326
GIANGRANDE RAFFAELE,3314,,PSDI,16,1,,72412,36,1.6475722255979672
NEBIOLO VIETTI MAURO,2531,,PSDI,16,1,,72412,36,1.258299729326631
MOLFETTA ANDREA,1495,,PSDI,16,1,,72412,36,0.7432469756393968
COBIANCHI PIER GIORGIO,1313,,PSDI,16,1,,72412,36,0.6527647351267746
PASTORE ALBINO,1252,,PSDI,16,1,,72412,36,0.6224382699000166
DE VINCEZI GIACOMO,968,,PSDI,16,1,,72412,36,0.4812462022869138
BRERA GIANFRANCO,828,,PSDI,16,1,,72412,36,0.4116444788156659
CAVALLINI OLIVIO,801,,PSDI,16,1,,72412,36,0.39822128928906814
GURRIERI SALVATORE,724,,PSDI,16,1,,72412,36,0.3599403413798818
TROVATO ANTONINO,694,,PSDI,16,1,,72412,36,0.34502568635032865
MAURO FRANCESCO,656,,PSDI,16,1,,72412,36,0.3261337899795614
TASSO FIORENZO,619,,PSDI,16,1,,72412,36,0.30773904877644587
BELLAZZI PIERANGELO,613,,PSDI,16,1,,72412,36,0.3047561177705353
RIVOLTA MARIO,585,,PSDI,16,1,,72412,36,0.2908357730762857
GUGLIELMINA BRUNO,558,,PSDI,16,1,,72412,36,0.2774125835496879
CHIAPPERINI DOMENICO,558,,PSDI,16,1,,72412,36,0.2774125835496879
DERIU SALVATORE,530,,PSDI,16,1,,72412,36,0.2634922388554383
GAVOSTO PAOLA,529,,PSDI,16,1,,72412,36,0.26299508368778657
SANTORO ALFREDO,517,,PSDI,16,1,,72412,36,0.2570292216759653
COMBETTO RIBAUDO LUCIANA,494,,PSDI,16,1,,72412,36,0.24559465281997458
GALATI MICHELE,492,,PSDI,16,1,,72412,36,0.24460034248467105
GIAMMINOLA GIUSEPPE,423,,PSDI,16,1,,72412,36,0.2102966359166989
BRUSTIA ILMER,398,,PSDI,16,1,,72412,36,0.19786775672540463
PIEMONTESE FRANCESCO,390,,PSDI,16,1,,72412,36,0.19389051538419047
SUARDI CLAUDIO,337,,PSDI,16,1,,72412,36,0.16754129149864663
GHIRINGHELLO CLAUDIO,269,,PSDI,16,1,,72412,36,0.13373474009832625
PANEPINTO RODOLFO,267,,PSDI,16,1,,72412,36,0.1327404297630227
FESTA LUCIANO,266,,PSDI,16,1,,72412,36,0.13224327459537094
PINTORE SEBASTIANO,263,,PSDI,16,1,,72412,36,0.13075180909241563
CURSIO ANTONIO,193,,PSDI,16,1,,72412,36,0.09595094735679169
QUESTA UMBERTO,167,,PSDI,16,1,,72412,36,0.08302491299784566
RUSSO GIUSEPPE,122,,PSDI,16,1,,72412,36,0.06065293045351599
PAESANO MICHELE,76,,PSDI,16,1,,72412,36,0.03778379274153455
NEGRI GIOVANNI,19117,Eletto,P.RAD,17,1,,55656,36,12.365459249676585
AGLIETTA MARIA ADELAIDE,8794,Eletto,P.RAD,17,1,,55656,36,5.6882276843467015
MODUGNO DOMENICO DETTO MIMMO,7907,,P.RAD,17,1,,55656,36,5.114489003880983
AZZOLINA AMBROGIOA,5066,,P.RAD,17,1,,55656,36,3.276843467011643
VIVIANI AMBROGIO,3274,,P.RAD,17,1,,55656,36,2.117723156532988
CICCIOMESSERE ROBERTO,2330,,P.RAD,17,1,,55656,36,1.5071151358344115
AJAYI MICHAEL OLUSEGUN,2090,,P.RAD,17,1,,55656,36,1.351875808538163
MASSELLI GRAZIANO,959,,P.RAD,17,1,,55656,36,0.6203104786545925
BONINO GIUSEPPE,640,,P.RAD,17,1,,55656,36,0.4139715394566624
BARALE DONATELLA,638,,P.RAD,17,1,,55656,36,0.4126778783958603
CIVATI BOGGIATTO FERNANDA,469,,P.RAD,17,1,,55656,36,0.30336351875808537
TARTAMELLA PIETRO,381,,P.RAD,17,1,,55656,36,0.24644243208279432
COHEN FARAMIA PATRIZIA,339,,P.RAD,17,1,,55656,36,0.21927554980595085
COLONNA VITTORIA,297,,P.RAD,17,1,,55656,36,0.19210866752910738
CUCCO VINCENZO,283,,P.RAD,17,1,,55656,36,0.18305304010349288
LUCIANO GIUSEPPE,278,,P.RAD,17,1,,55656,36,0.17981888745148772
GASTALDO SILVIA,275,,P.RAD,17,1,,55656,36,0.17787839586028462
BOTTALE PIERO,256,,P.RAD,17,1,,55656,36,0.16558861578266496
BANFI GERMANO,242,,P.RAD,17,1,,55656,36,0.15653298835705046
LAUDI LEVI NICOLETTA,203,,P.RAD,17,1,,55656,36,0.1313065976714101
LOEWENTHAL BOTTARI ELENA,201,,P.RAD,17,1,,55656,36,0.13001293661060803
BURDESE CESARE,195,,P.RAD,17,1,,55656,36,0.1261319534282018
CASIGLIANI JOLANDA,179,,P.RAD,17,1,,55656,36,0.11578266494178525
VANGELISTA MORELLO CHIARA,162,,P.RAD,17,1,,55656,36,0.10478654592496765
QUAGLIA SILVANO,155,,P.RAD,17,1,,55656,36,0.10025873221216042
MANFREDINI UMBERTO,126,,P.RAD,17,1,,55656,36,0.0815006468305304
LABBRO CAPPABAVA MARIA VITTORIA,123,,P.RAD,17,1,,55656,36,0.0795601552393273
TOSI MASSIMO,101,,P.RAD,17,1,,55656,36,0.06532988357050452
RAVINALE MAURO,98,,P.RAD,17,1,,55656,36,0.06338939197930142
LISO ANGELO,91,,P.RAD,17,1,,55656,36,0.05886157826649418
ROVASIO SERGIO,78,,P.RAD,17,1,,55656,36,0.050452781371280724
MIRAUDO GRAZIELLA,76,,P.RAD,17,1,,55656,36,0.04915912031047866
MELANI ADALBERTO,68,,P.RAD,17,1,,55656,36,0.04398447606727038
DI VAGNO PASQUA,66,,P.RAD,17,1,,55656,36,0.042690815006468305
SISMONDI CARLO,56,,P.RAD,17,1,,55656,36,0.03622250970245795
VACCARELLI ROBERTO,43,,P.RAD,17,1,,55656,36,0.0278137128072445
PECCHIOLI UGO,24864,Eletto,PCI,1,2,,90207,14,3.8588579600252753
FRACCHIA BRUNO,13987,Eletto,PCI,1,2,,90207,14,2.170762801112996
TURCO LIVIA,13913,Eletto,PCI,1,2,,90207,14,2.1592781048033967
SOAVE SERGIO,9627,,PCI,1,2,,90207,14,1.494096910439323
BINELLI GIAN CARLO,7494,,PCI,1,2,,90207,14,1.1630582992450698
AMBROSIO BOGLIOTTI LUIGIA,3427,,PCI,1,2,,90207,14,0.5318655980134579
TESTORE FRANCO,3225,,PCI,1,2,,90207,14,0.5005154810602281
MASSARI MARZULI MARIA,3197,,PCI,1,2,,90207,14,0.4961699202944339
FERRARIS GIRGIO,2709,,PCI,1,2,,90207,14,0.42043300409059164
LEPORATI MASSIMO,2649,,PCI,1,2,,90207,14,0.4111210881638897
NEGRI ENNIO,2379,,PCI,1,2,,90207,14,0.3692174664937311
ROBBIANO LORENZO,2239,,PCI,1,2,,90207,14,0.34748966266475995
COMUNALE CARON ANNA MARIA,383,,PCI,1,2,,90207,14,0.059441063332113915
RAVERA POGGIO GEROMINA,114,,PCI,1,2,,90207,14,0.017692640260733646
GUIDETTI SERRA BIANCA,1608,,DEM.PROL,2,2,,5099,14,4.414983330064719
COLOMBATI GIUSEPPE DETTO LORIS,494,,DEM.PROL,2,2,,5099,14,1.3563443812512257
BERTAINA OLGA,473,,DEM.PROL,2,2,,5099,14,1.2986860168660521
BARACCO MICHELE,462,,DEM.PROL,2,2,,5099,14,1.2684840164738185
MIROGLIO GIANFRANCO,328,,DEM.PROL,2,2,,5099,14,0.9005687389684252
GABBI CATERINA,297,,DEM.PROL,2,2,,5099,14,0.8154540105903119
CRAVERO SERGIO,263,,DEM.PROL,2,2,,5099,14,0.7221023730143166
BESTENTE ENRICO,256,,DEM.PROL,2,2,,5099,14,0.7028829182192586
MILANO DARIO,193,,DEM.PROL,2,2,,5099,14,0.529907825063738
PRAGLIA FULVIA,192,,DEM.PROL,2,2,,5099,14,0.527162188664444
ROSA GHISLERI MAURA,165,,DEM.PROL,2,2,,5099,14,0.45303000588350656
DI SPIRITO DANIELA,153,,DEM.PROL,2,2,,5099,14,0.4200823690919788
LORENZANO SALVATORE,139,,DEM.PROL,2,2,,5099,14,0.3816434595018631
MORESSA GUIDO,76,,DEM.PROL,2,2,,5099,14,0.20866836634634242
CHIARENZA PAOLO,5504,,MSI-DN,3,2,,16198,14,4.757130509939499
BUFFA GIAN DOMENICO,2825,,MSI-DN,3,2,,16198,14,2.4416594641313742
BAUDO ANTONIO,2092,,MSI-DN,3,2,,16198,14,1.8081244598098531
CABELLA ENRICO,992,,MSI-DN,3,2,,16198,14,0.857389801210026
PERNA ROBERTO,777,,MSI-DN,3,2,,16198,14,0.6715643906655142
ZAMBONI MAURO,610,,MSI-DN,3,2,,16198,14,0.5272255834053586
ROBBVA ROBERTO,595,,MSI-DN,3,2,,16198,14,0.5142610198789974
ZEPPA PIERO,569,,MSI-DN,3,2,,16198,14,0.49178910976663787
QUATTORDIO AIMONE,472,,MSI-DN,3,2,,16198,14,0.4079515989628349
BANELLA VITTORIO,453,,MSI-DN,3,2,,16198,14,0.3915298184961106
PORTA CARLO,444,,MSI-DN,3,2,,16198,14,0.3837510803802939
CERRINA CARLO,355,,MSI-DN,3,2,,16198,14,0.30682800345721695
LANTERI GUIDO,290,,MSI-DN,3,2,,16198,14,0.25064822817631804
PRUCCA ATTILIO,220,,MSI-DN,3,2,,16198,14,0.19014693171996544
FOSCHI DIEGO,54,,ALL.POP.,4,2,,136,14,5.5588235294117645
LORO ADOLFO,23,,ALL.POP.,4,2,,136,14,2.3676470588235294
VENEZIA PIER ALFREDO,13,,ALL.POP.,4,2,,136,14,1.338235294117647
COSCIA LUCIA,8,,ALL.POP.,4,2,,136,14,0.8235294117647058
METITIERI MARIA TERESA,8,,ALL.POP.,4,2,,136,14,0.8235294117647058
BECCARIA GIOVANNI,7,,ALL.POP.,4,2,,136,14,0.7205882352941176
COXE ANTONIA,5,,ALL.POP.,4,2,,136,14,0.5147058823529411
CROSTELLI ALBERTO,5,,ALL.POP.,4,2,,136,14,0.5147058823529411
COZZUPOLI CONSOLATO,5,,ALL.POP.,4,2,,136,14,0.5147058823529411
LONGO DOMENICO,3,,ALL.POP.,4,2,,136,14,0.3088235294117647
FERRARIO SERGIO,2,,ALL.POP.,4,2,,136,14,0.20588235294117646
CUBEDDU GAVINO,1,,ALL.POP.,4,2,,136,14,0.10294117647058823
POZZI MARIA RENATA,1,,ALL.POP.,4,2,,136,14,0.10294117647058823
FARINA IULA,1,,ALL.POP.,4,2,,136,14,0.10294117647058823
BORGOGLIO FELICE,25374,Eletto,PSI,5,2,,80424,14,4.4170396896448825
BONIVER MARGHERITA,11571,Eletto,PSI,5,2,,80424,14,2.0142494777678306
VITA ANTONIO,11314,,PSI,5,2,,80424,14,1.9695115885805232
FORMAIANO PIERO,7364,,PSI,5,2,,80424,14,1.2819058987366956
FINO UMBERTO,4110,,PSI,5,2,,80424,14,0.7154580722172486
MINNITI GIUSEPPE,3414,,PSI,5,2,,80424,14,0.5943002088928678
CEREDA PIERINO,3165,,PSI,5,2,,80424,14,0.5509549388242315
ALERINO DOMENICO,2727,,PSI,5,2,,80424,14,0.47470904207699194
MORO CARLANGELO,2282,,PSI,5,2,,80424,14,0.3972446036009151
RIBOTTA ELIO,2024,,PSI,5,2,,80424,14,0.352332637023774
VUERICH GIAN MASSIMO,1946,,PSI,5,2,,80424,14,0.33875460061673135
BISIO GIANMARCO,1863,,PSI,5,2,,80424,14,0.32430617726051925
FREGGIANO VALERIO,1660,,PSI,5,2,,80424,14,0.2889684671242415
GIUNGATO EZIO,1610,,PSI,5,2,,80424,14,0.2802645976325475
SCALIA MASSIMO,1956,,LISTA VERDE,6,2,,10546,14,2.5966243125355586
DONADEI GIAN FRANCO,1511,,LISTA VERDE,6,2,,10546,14,2.005879006258297
MARTINI DANIELA,994,,LISTA VERDE,6,2,,10546,14,1.3195524369429168
SCARSI LUIGI,990,,LISTA VERDE,6,2,,10546,14,1.3142423667741323
FERRARI ANDREA,890,,LISTA VERDE,6,2,,10546,14,1.181490612554523
AMATI LUCIANO,691,,LISTA VERDE,6,2,,10546,14,0.9173146216575004
STURA ROBERTO,595,,LISTA VERDE,6,2,,10546,14,0.7898729376066755
BERNARDI LUIGI,556,,LISTA VERDE,6,2,,10546,14,0.7380997534610279
