candidate,value,elected,party,party_id,district_id,Unnamed: 3,N,Q,vQ/N
PIA GIOVANNI,10,,PS D'AZ.,9,19,,2417,46,0.19031857674803476
MASSA MARCO,9,,PS D'AZ.,9,19,,2417,46,0.17128671907323129
FANCELLO SALVATORE,8,,PS D'AZ.,9,19,,2417,46,0.1522548613984278
COSSU CARLO,7,,PS D'AZ.,9,19,,2417,46,0.13322300372362433
VACCA GIORGIO,7,,PS D'AZ.,9,19,,2417,46,0.13322300372362433
LECIS UMBERTO,5,,PS D'AZ.,9,19,,2417,46,0.09515928837401738
TIDU ALESSANDRO,5,,PS D'AZ.,9,19,,2417,46,0.09515928837401738
SERRA PAOLO,4,,PS D'AZ.,9,19,,2417,46,0.0761274306992139
MINISTERI ANGELO,2058,,PNI-CACCIA PESCA,10,19,,6631,19,5.896848137535817
BOCCHINI ALBERTO,817,,PNI-CACCIA PESCA,10,19,,6631,19,2.340974212034384
DEZI BRUNO,801,,PNI-CACCIA PESCA,10,19,,6631,19,2.2951289398280803
NAPOLEONI BRUNO,712,,PNI-CACCIA PESCA,10,19,,6631,19,2.0401146131805157
BENEDETTI RENATO,374,,PNI-CACCIA PESCA,10,19,,6631,19,1.0716332378223496
LISI LIVIO,229,,PNI-CACCIA PESCA,10,19,,6631,19,0.6561604584527221
OLIVIERI ALBERTO,208,,PNI-CACCIA PESCA,10,19,,6631,19,0.5959885386819485
CAROZZA MARCELLO,203,,PNI-CACCIA PESCA,10,19,,6631,19,0.5816618911174785
COCCIA PIETRO,178,,PNI-CACCIA PESCA,10,19,,6631,19,0.5100286532951289
LATINI EGIDIO,145,,PNI-CACCIA PESCA,10,19,,6631,19,0.4154727793696275
TRAVAGLINI LORENZINO,135,,PNI-CACCIA PESCA,10,19,,6631,19,0.3868194842406877
PAZIENZA GIANFRANCO,133,,PNI-CACCIA PESCA,10,19,,6631,19,0.38108882521489973
SANTI GINO,123,,PNI-CACCIA PESCA,10,19,,6631,19,0.3524355300859599
DELIBERATO LUCIANO,111,,PNI-CACCIA PESCA,10,19,,6631,19,0.31805157593123207
ZANGRILLI ANTONIO,103,,PNI-CACCIA PESCA,10,19,,6631,19,0.29512893982808025
PIERANGELINI GIUSEPPE,92,,PNI-CACCIA PESCA,10,19,,6631,19,0.2636103151862464
RICCITELLI VITTORIO,91,,PNI-CACCIA PESCA,10,19,,6631,19,0.2607449856733524
MANNELLI EDOARDO,62,,PNI-CACCIA PESCA,10,19,,6631,19,0.17765042979942694
PIERASCENZI GIUSEPPE,56,,PNI-CACCIA PESCA,10,19,,6631,19,0.16045845272206305
NICOLAZZI FRANCO,37985,Eletto,PSDI,11,19,,186144,54,11.019372099020114
COSTI SILVANO,37153,Eletto,PSDI,11,19,,186144,54,10.778010572460031
SCHIETROMA DANTE,19497,,PSDI,11,19,,186144,54,5.656040484785972
CIOFFI NAZZARENO,15974,,PSDI,11,19,,186144,54,4.634025270758123
ZAVARONI GILBERTO,13497,,PSDI,11,19,,186144,54,3.9154525528623
D'IPPOLITI GIAMPIERO,3606,,PSDI,11,19,,186144,54,1.046093347086127
PALAZZO ANGELO,3099,,PSDI,11,19,,186144,54,0.8990136668385765
QUADRINI VINCENZO,2832,,PSDI,11,19,,186144,54,0.8215575038679732
CALVANO EGIDIO,2524,,PSDI,11,19,,186144,54,0.732207323362558
VELLUCCI NELLO,2251,,PSDI,11,19,,186144,54,0.6530105724600309
GUIDI LUIGI,2203,,PSDI,11,19,,186144,54,0.6390858690046416
ALBANESI STEFANO,2156,,PSDI,11,19,,186144,54,0.6254512635379061
ALBASINI MACEO,2135,,PSDI,11,19,,186144,54,0.6193592057761733
AMATI LUIGI,2032,,PSDI,11,19,,186144,54,0.5894791129448169
MERLETTI CORIOLANO,1888,,PSDI,11,19,,186144,54,0.5477050025786487
MONTONI GIOVANNI,1773,,PSDI,11,19,,186144,54,0.5143437338834451
PLACIDI PATRIZIO,1754,,PSDI,11,19,,186144,54,0.5088318720990201
LAVORATO ANTONINO,1742,,PSDI,11,19,,186144,54,0.5053506962351728
ASSANTE DI CUPILLO ALDO,1685,,PSDI,11,19,,186144,54,0.4888151108818979
AMICONE CIRO,1622,,PSDI,11,19,,186144,54,0.47053893759669935
AVALLONE RAFFAELE,1512,,PSDI,11,19,,186144,54,0.43862815884476536
MARINO MARCELLO,1308,,PSDI,11,19,,186144,54,0.37944816915936047
PASQUALOTTO GIULIANO,1299,,PSDI,11,19,,186144,54,0.376837287261475
QUARANTA LUIGI,1292,,PSDI,11,19,,186144,54,0.3748066013408974
ALAIA GIUSEPPE,1287,,PSDI,11,19,,186144,54,0.37335611139762764
SERGI PAOLO,1286,,PSDI,11,19,,186144,54,0.3730660134089737
ASCENZI LUCIANO,1260,,PSDI,11,19,,186144,54,0.3655234657039711
MOFFA GUGLIELMO,1224,,PSDI,11,19,,186144,54,0.3550799381124291
PALOSCIA RICCARDO,1187,,PSDI,11,19,,186144,54,0.34434631253223313
IPPOLITI VALERIANO,1055,,PSDI,11,19,,186144,54,0.30605337802991234
ARACCHI EMILIO,1054,,PSDI,11,19,,186144,54,0.30576328004125836
CONSORTI VALTER,1029,,PSDI,11,19,,186144,54,0.29851083032490977
LA BELLA MAURIZIO,1027,,PSDI,11,19,,186144,54,0.29793063434760186
MATTACCHIONE TIBERIO,932,,PSDI,11,19,,186144,54,0.27037132542547704
PEZZELLA TOMMASO,893,,PSDI,11,19,,186144,54,0.25905750386797316
CASCIANI GILBERTO,857,,PSDI,11,19,,186144,54,0.24861397627643114
CASTELLINI GIUSEPPE,852,,PSDI,11,19,,186144,54,0.24716348633316143
COLATEI ASTADEO,823,,PSDI,11,19,,186144,54,0.238750644662197
LOIODICE CALLARA' ADELE DETTA LEDA,781,,PSDI,11,19,,186144,54,0.2265665291387313
STRIANO FRANCESCO,763,,PSDI,11,19,,186144,54,0.2213447653429603
PETRICONI GASTONE,718,,PSDI,11,19,,186144,54,0.20829035585353275
MARTINANGELI LUCIANO,713,,PSDI,11,19,,186144,54,0.20683986591026302
AULTON SUSAN,696,,PSDI,11,19,,186144,54,0.20190820010314595
BRUNO MAURO,668,,PSDI,11,19,,186144,54,0.19378545642083547
TRIONE ORAZIO,649,,PSDI,11,19,,186144,54,0.18827359463641052
CAMERTONI ANTONIO,620,,PSDI,11,19,,186144,54,0.1798607529654461
PEPE VARANO ORFEA,599,,PSDI,11,19,,186144,54,0.17376869520371324
BACCELLI GIUSEPPE,438,,PSDI,11,19,,186144,54,0.12706291903042805
MADDALONI GIOVANNI,435,,PSDI,11,19,,186144,54,0.1261926250644662
DI GIOVANNI ARMANDO,399,,PSDI,11,19,,186144,54,0.11574909747292418
BIONDI FRANCO,334,,PSDI,11,19,,186144,54,0.09689272821041774
MOSCATELLI ELIO,275,,PSDI,11,19,,186144,54,0.07977694687983497
PATRIZI GIAN MARIO,252,,PSDI,11,19,,186144,54,0.07310469314079422
MARINI FRANCESCO,219,,PSDI,11,19,,186144,54,0.06353145951521402
FOLIGNI MARIO,302,,NPP,12,19,,1616,54,10.091584158415841
CERINI ANGELINO,118,,NPP,12,19,,1616,54,3.9430693069306932
BALDUCCI FRANCESO,106,,NPP,12,19,,1616,54,3.542079207920792
ADRIANI CARLO ALBERTO,71,,NPP,12,19,,1616,54,2.3725247524752477
HERZOG GIULIA,67,,NPP,12,19,,1616,54,2.238861386138614
PROVENZANO VINCENZO,67,,NPP,12,19,,1616,54,2.238861386138614
CAMPO GIUSEPPE,62,,NPP,12,19,,1616,54,2.0717821782178216
BERTI LUCIANO,48,,NPP,12,19,,1616,54,1.603960396039604
CAPOBIANCO ANGELO,43,,NPP,12,19,,1616,54,1.436881188118812
FAZZELLO MAURIZIO,43,,NPP,12,19,,1616,54,1.436881188118812
D'ERRICO ANTONIO,42,,NPP,12,19,,1616,54,1.4034653465346534
IMRISH STEFANIA,38,,NPP,12,19,,1616,54,1.2698019801980198
MANZO PIETRO,38,,NPP,12,19,,1616,54,1.2698019801980198
MARIANI VITTORIO,37,,NPP,12,19,,1616,54,1.2363861386138615
AQUILANTI AMEDEO,29,,NPP,12,19,,1616,54,0.969059405940594
BUONOMO GIORGIO,29,,NPP,12,19,,1616,54,0.969059405940594
REALI GIOVANNI,29,,NPP,12,19,,1616,54,0.969059405940594
BERNARDI GIULIANO,28,,NPP,12,19,,1616,54,0.9356435643564357
CANTAGALLI ALBERTO,27,,NPP,12,19,,1616,54,0.9022277227722773
CAVALIERE ANTONIO,27,,NPP,12,19,,1616,54,0.9022277227722773
TRAPANESE AMEDEO,27,,NPP,12,19,,1616,54,0.9022277227722773
BIANCHETTI DIANO,23,,NPP,12,19,,1616,54,0.7685643564356436
GALASSI FLAVIO,22,,NPP,12,19,,1616,54,0.7351485148514851
VIESTO GINO,19,,NPP,12,19,,1616,54,0.6349009900990099
FERRIERI ANTONIO,18,,NPP,12,19,,1616,54,0.6014851485148515
PICHELLI CONSALVO,18,,NPP,12,19,,1616,54,0.6014851485148515
GAROFALO ANTONIO,17,,NPP,12,19,,1616,54,0.568069306930693
CAVALLO SALVATORE,17,,NPP,12,19,,1616,54,0.568069306930693
COCO MASSIMO,16,,NPP,12,19,,1616,54,0.5346534653465347
CASCIOLA VITO,15,,NPP,12,19,,1616,54,0.5012376237623762
FANTINI ALFREDO,14,,NPP,12,19,,1616,54,0.46782178217821785
REALI AURELIO,13,,NPP,12,19,,1616,54,0.4344059405940594
CORSETTI ROSANNA,12,,NPP,12,19,,1616,54,0.400990099009901
PANTANI ILDA,12,,NPP,12,19,,1616,54,0.400990099009901
ROSSI MONTECUCCOLI FEDERICO,12,,NPP,12,19,,1616,54,0.400990099009901
CARI BRUNA,10,,NPP,12,19,,1616,54,0.3341584158415842
FERRI AMALIA,10,,NPP,12,19,,1616,54,0.3341584158415842
ORGANTINI GIUSEPPE,10,,NPP,12,19,,1616,54,0.3341584158415842
SCANABUCCI PAOLA,9,,NPP,12,19,,1616,54,0.30074257425742573
DI PALCIDO RENATO,8,,NPP,12,19,,1616,54,0.26732673267326734
ZUCCONI LAVARO,8,,NPP,12,19,,1616,54,0.26732673267326734
MAZZOLI ENRICO,7,,NPP,12,19,,1616,54,0.23391089108910892
SABUZI DANIELE,6,,NPP,12,19,,1616,54,0.2004950495049505
STEFANUCCI ARMANDO,6,,NPP,12,19,,1616,54,0.2004950495049505
MALFATTI ALESSANDRO,5,,NPP,12,19,,1616,54,0.1670792079207921
GIULIANGELI CESARINA,4,,NPP,12,19,,1616,54,0.13366336633663367
LUCARI ERNESTO,4,,NPP,12,19,,1616,54,0.13366336633663367
RAFFAELI LAURA,4,,NPP,12,19,,1616,54,0.13366336633663367
SAVI ENRICO,4,,NPP,12,19,,1616,54,0.13366336633663367
TEDESCHI DETTO FATTINO GIOSAFATTE,4,,NPP,12,19,,1616,54,0.13366336633663367
GROSTELLI GIOVANNI,4,,NPP,12,19,,1616,54,0.13366336633663367
PASSERI MICHELE,3,,NPP,12,19,,1616,54,0.10024752475247525
GENTILE CARMINE,2,,NPP,12,19,,1616,54,0.06683168316831684
PASQUALUCCI FRNACESCO,2,,NPP,12,19,,1616,54,0.06683168316831684
MURA FRANCESO,240,,PARTIDU INDIP.,13,19,,1045,20,4.5933014354066986
CARIA ANGELO,96,,PARTIDU INDIP.,13,19,,1045,20,1.8373205741626795
PILIU NOTO BAINZU GAVINO,87,,PARTIDU INDIP.,13,19,,1045,20,1.6650717703349283
FADDA VINCENZO,83,,PARTIDU INDIP.,13,19,,1045,20,1.5885167464114833
DE MARTIS GIUSEPPE,82,,PARTIDU INDIP.,13,19,,1045,20,1.569377990430622
RICCI GAVINO,60,,PARTIDU INDIP.,13,19,,1045,20,1.1483253588516746
PORRU ANTONIO,40,,PARTIDU INDIP.,13,19,,1045,20,0.7655502392344498
CARTA FRANCESCO,36,,PARTIDU INDIP.,13,19,,1045,20,0.6889952153110048
PIREDDA ETTORE,36,,PARTIDU INDIP.,13,19,,1045,20,0.6889952153110048
FILIA CARMELO,35,,PARTIDU INDIP.,13,19,,1045,20,0.6698564593301436
ATZORI RAFFAELLO,32,,PARTIDU INDIP.,13,19,,1045,20,0.6124401913875598
DETTORI FRANCESCO,29,,PARTIDU INDIP.,13,19,,1045,20,0.5550239234449761
MELIS LUCIANO,29,,PARTIDU INDIP.,13,19,,1045,20,0.5550239234449761
PINNA COSTANZO,29,,PARTIDU INDIP.,13,19,,1045,20,0.5550239234449761
PIRAS ANTONIO,25,,PARTIDU INDIP.,13,19,,1045,20,0.4784688995215311
COSSU SERGIO,23,,PARTIDU INDIP.,13,19,,1045,20,0.44019138755980863
MURTAS GIUSEPPE,23,,PARTIDU INDIP.,13,19,,1045,20,0.44019138755980863
COMPOSTU SEBASTIANO,23,,PARTIDU INDIP.,13,19,,1045,20,0.44019138755980863
CARTA MICHELINO,21,,PARTIDU INDIP.,13,19,,1045,20,0.4019138755980861
DEIAS VENERIO,16,,PARTIDU INDIP.,13,19,,1045,20,0.3062200956937799
DE JORIO FILIPPO,3024,,ALL.PENS.,14,19,,8175,45,16.645871559633026
TODINI BENEDETTO,829,,ALL.PENS.,14,19,,8175,45,4.563302752293578
JOVENE MARIO,656,,ALL.PENS.,14,19,,8175,45,3.611009174311927
GRAZIANI ALESSANDRO,631,,ALL.PENS.,14,19,,8175,45,3.473394495412844
SINIGAGLIA GIUSEPPE,327,,ALL.PENS.,14,19,,8175,45,1.8
ALBANO VINCENZO,204,,ALL.PENS.,14,19,,8175,45,1.1229357798165138
VIOLA GIORGIO,177,,ALL.PENS.,14,19,,8175,45,0.9743119266055046
BERNAZZA DARIO,148,,ALL.PENS.,14,19,,8175,45,0.8146788990825689
DI CESARE MARIO,146,,ALL.PENS.,14,19,,8175,45,0.8036697247706422
CHIAROTTI ALBERTO,129,,ALL.PENS.,14,19,,8175,45,0.710091743119266
PALMA STEFANO,129,,ALL.PENS.,14,19,,8175,45,0.710091743119266
ONORATO MARIO,107,,ALL.PENS.,14,19,,8175,45,0.5889908256880734
TRAMONTANO GIUSEPPE,106,,ALL.PENS.,14,19,,8175,45,0.5834862385321101
PRINZI SALVATORE,99,,ALL.PENS.,14,19,,8175,45,0.544954128440367
DE LUCA MASSIMINO,93,,ALL.PENS.,14,19,,8175,45,0.5119266055045871
DE ANGELIS PIETRO,91,,ALL.PENS.,14,19,,8175,45,0.5009174311926605
MANCINELLI GIOROLAMO,85,,ALL.PENS.,14,19,,8175,45,0.46788990825688076
ALLEGRINI MATILDE,84,,ALL.PENS.,14,19,,8175,45,0.46238532110091746
SCONTRINO FRANCESCO,67,,ALL.PENS.,14,19,,8175,45,0.3688073394495413
DE LILLO ARMANDO,65,,ALL.PENS.,14,19,,8175,45,0.3577981651376147
BINELLI FRANCESCA ROMANA,63,,ALL.PENS.,14,19,,8175,45,0.3467889908256881
VESCOVO GIOVANNI BATTISTA,62,,ALL.PENS.,14,19,,8175,45,0.3412844036697248
DI LENA ANTONIO,61,,ALL.PENS.,14,19,,8175,45,0.3357798165137615
BUCHER ENZA,58,,ALL.PENS.,14,19,,8175,45,0.3192660550458716
POZZILLI GIORGIO,58,,ALL.PENS.,14,19,,8175,45,0.3192660550458716
MASTROGIACOMO DOMENICO,55,,ALL.PENS.,14,19,,8175,45,0.30275229357798167
ROCCOLI MARIO,54,,ALL.PENS.,14,19,,8175,45,0.29724770642201837
BERTUCCI ALBERTO,53,,ALL.PENS.,14,19,,8175,45,0.29174311926605506
ROTONDI CRISTOFARO,51,,ALL.PENS.,14,19,,8175,45,0.28073394495412846
TURCHI ANTONIO,47,,ALL.PENS.,14,19,,8175,45,0.25871559633027524
RICCIO ALBERTO,44,,ALL.PENS.,14,19,,8175,45,0.24220183486238533
BORSETTI UMBERTO,37,,ALL.PENS.,14,19,,8175,45,0.2036697247706422
RUGGERI MARIA,36,,ALL.PENS.,14,19,,8175,45,0.1981651376146789
GIANNINI ARMANDA,35,,ALL.PENS.,14,19,,8175,45,0.1926605504587156
CASTRAMBONE NICOLA,34,,ALL.PENS.,14,19,,8175,45,0.1871559633027523
RIZZI GIOVANNI,33,,ALL.PENS.,14,19,,8175,45,0.181651376146789
ROSI SESTO,32,,ALL.PENS.,14,19,,8175,45,0.1761467889908257
LENTI ATHOS,31,,ALL.PENS.,14,19,,8175,45,0.1706422018348624
MEJ GIAN CARLO,28,,ALL.PENS.,14,19,,8175,45,0.15412844036697249
PRETTA GIOVANNI,27,,ALL.PENS.,14,19,,8175,45,0.14862385321100918
PELLERITO ROBERTO,24,,ALL.PENS.,14,19,,8175,45,0.13211009174311927
ZAPPIA GIUSEPPE,20,,ALL.PENS.,14,19,,8175,45,0.11009174311926606
ORSI FILIPPO,15,,ALL.PENS.,14,19,,8175,45,0.08256880733944955
RUGHETTI ANGELO,13,,ALL.PENS.,14,19,,8175,45,0.07155963302752294
GLORI LICINIO,7,,ALL.PENS.,14,19,,8175,45,0.03853211009174312
MENICACCI STEFANO,1989,,LIGA VENETA-PU,15,19,,9270,54,11.586407766990291
SESTILI STEFANO,1044,,LIGA VENETA-PU,15,19,,9270,54,6.081553398058253
BERNABEI FRANCO,616,,LIGA VENETA-PU,15,19,,9270,54,3.588349514563107
CASALBONI BRUNO,521,,LIGA VENETA-PU,15,19,,9270,54,3.0349514563106794
SEGANTI ALBERTO,411,,LIGA VENETA-PU,15,19,,9270,54,2.3941747572815535
RACCAGNA MARIO,291,,LIGA VENETA-PU,15,19,,9270,54,1.6951456310679611
POLINI GIUSEPPE,276,,LIGA VENETA-PU,15,19,,9270,54,1.6077669902912621
TATA BALILLA,262,,LIGA VENETA-PU,15,19,,9270,54,1.5262135922330098
FIORE MASSIMO,187,,LIGA VENETA-PU,15,19,,9270,54,1.0893203883495146
TORELLI DANTE,183,,LIGA VENETA-PU,15,19,,9270,54,1.0660194174757283
CONTE GIVANNI,182,,LIGA VENETA-PU,15,19,,9270,54,1.0601941747572816
BERTOLA GIOVANNI,181,,LIGA VENETA-PU,15,19,,9270,54,1.054368932038835
NEUTRALI ATTILIO,170,,LIGA VENETA-PU,15,19,,9270,54,0.9902912621359223
CIRILLI ALFIERO,157,,LIGA VENETA-PU,15,19,,9270,54,0.9145631067961165
DI MAURO ANTONINO,140,,LIGA VENETA-PU,15,19,,9270,54,0.8155339805825242
CAPPUCCIO BESSERO GIULIANA,136,,LIGA VENETA-PU,15,19,,9270,54,0.7922330097087379
MANUGUERRA GIUSEPPE,123,,LIGA VENETA-PU,15,19,,9270,54,0.7165048543689321
BAGNANI ALBERTO,118,,LIGA VENETA-PU,15,19,,9270,54,0.6873786407766991
DI PANIFILO PAOLO,118,,LIGA VENETA-PU,15,19,,9270,54,0.6873786407766991
SPINEDI ADRIANA,117,,LIGA VENETA-PU,15,19,,9270,54,0.6815533980582524
DORE GIUSEPPE,113,,LIGA VENETA-PU,15,19,,9270,54,0.658252427184466
PALLUZZI MARIO,103,,LIGA VENETA-PU,15,19,,9270,54,0.6
STUPAZZINI EZIO,103,,LIGA VENETA-PU,15,19,,9270,54,0.6
BEFANI BRUNO,102,,LIGA VENETA-PU,15,19,,9270,54,0.5941747572815534
TARENTINI FRANCESCO,97,,LIGA VENETA-PU,15,19,,9270,54,0.5650485436893203
GANDINI DE LISO ANNA MARIA,95,,LIGA VENETA-PU,15,19,,9270,54,0.5533980582524272
ROMEO DOMENICO,92,,LIGA VENETA-PU,15,19,,9270,54,0.5359223300970873
CALANDRA ALDO MARIA,89,,LIGA VENETA-PU,15,19,,9270,54,0.5184466019417475
FORTI ROMOLO,89,,LIGA VENETA-PU,15,19,,9270,54,0.5184466019417475
CRESCIMANNO SALVATORE,81,,LIGA VENETA-PU,15,19,,9270,54,0.47184466019417476
MANCINI FRANCESCO,80,,LIGA VENETA-PU,15,19,,9270,54,0.46601941747572817
CICOGNA CLAUDIO,68,,LIGA VENETA-PU,15,19,,9270,54,0.39611650485436894
PRINCIPALI MARSILIO,68,,LIGA VENETA-PU,15,19,,9270,54,0.39611650485436894
STAGNO MARIO,66,,LIGA VENETA-PU,15,19,,9270,54,0.3844660194174757
VALENT PAOLO,64,,LIGA VENETA-PU,15,19,,9270,54,0.37281553398058254
CRISPINO MARIO,62,,LIGA VENETA-PU,15,19,,9270,54,0.3611650485436893
CANDIA FULVIO,58,,LIGA VENETA-PU,15,19,,9270,54,0.3378640776699029
MAIONE FRANCESCO SAVERIO,52,,LIGA VENETA-PU,15,19,,9270,54,0.3029126213592233
GIAMMARCO LUCIANO,50,,LIGA VENETA-PU,15,19,,9270,54,0.2912621359223301
BUCCOLERI VITTORIO,48,,LIGA VENETA-PU,15,19,,9270,54,0.2796116504854369
GIUFFRE' MARIA,48,,LIGA VENETA-PU,15,19,,9270,54,0.2796116504854369
LISCI CARDARELLI ROSA,46,,LIGA VENETA-PU,15,19,,9270,54,0.26796116504854367
BELLANTONI AGOSTINO,42,,LIGA VENETA-PU,15,19,,9270,54,0.2446601941747573
PIRANI ROMACCIANI ADA,42,,LIGA VENETA-PU,15,19,,9270,54,0.2446601941747573
MARZOLINO GIOVANNI,41,,LIGA VENETA-PU,15,19,,9270,54,0.23883495145631067
DEL GHIANDA MILVIA,37,,LIGA VENETA-PU,15,19,,9270,54,0.21553398058252426
ENRICO DOMENICO,37,,LIGA VENETA-PU,15,19,,9270,54,0.21553398058252426
IURLANO MICHELANGELO,37,,LIGA VENETA-PU,15,19,,9270,54,0.21553398058252426
DE STEFANO MARIA GRAZIA,36,,LIGA VENETA-PU,15,19,,9270,54,0.20970873786407768
PENNETTA GIUSEPPE,31,,LIGA VENETA-PU,15,19,,9270,54,0.18058252427184465
DI LUIA MARIANO,22,,LIGA VENETA-PU,15,19,,9270,54,0.12815533980582525
ORSO AMBROSOLI RENATA,20,,LIGA VENETA-PU,15,19,,9270,54,0.11650485436893204
SCHIAVI VITTORIO,15,,LIGA VENETA-PU,15,19,,9270,54,0.08737864077669903
VICARIO ENRICO,14,,LIGA VENETA-PU,15,19,,9270,54,0.08155339805825243
CRAXI DETTO BETTINO BENEDETTO,182542,Eletto,PSI,16,19,,668265,54,14.750537586137236
DELL'UNTO PARIS,58102,Eletto,PSI,16,19,,668265,54,4.6950057237772445
MONTALI SEBASTIANO,57302,Eletto,PSI,16,19,,668265,54,4.630360710197302
MARIANETTI DETTO NINO AGOSTINO,56719,Eletto,PSI,16,19,,668265,54,4.583250656550919
PIETRINI DETTO ENZO VINCENZO,53306,Eletto,PSI,16,19,,668265,54,4.307458867365491
SANTARELLI GIULIO,49693,Eletto,PSI,16,19,,668265,54,4.015505824785078
PIERMARTINI GABRIELE,42676,Eletto,PSI,16,19,,668265,54,3.448488249422011
ROTIROTI RAFFAELE,42484,,PSI,16,19,,668265,54,3.4329734461628245
SODANO GIAMPAOLO,25828,,PSI,16,19,,668265,54,2.0870642634284304
BARETTO RICCI ANTONIETTA,7258,,PSI,16,19,,668265,54,0.5864918857040246
BEMBO PAOLO,6728,,PSI,16,19,,668265,54,0.543664564207313
BOLZANI LORELLA,6177,,PSI,16,19,,668265,54,0.4991403111041279
CAMPOLO MELITA CATERINA,6004,,PSI,16,19,,668265,54,0.48516082691746537
CONTI VITTORIO,4943,,PSI,16,19,,668265,54,0.3994253776570672
DI COLA BRUNO,4466,,PSI,16,19,,668265,54,0.36088078831002673
MANCINI BEATRICE,3870,,PSI,16,19,,668265,54,0.31272025319296987
SCURO FRANCO,3666,,PSI,16,19,,668265,54,0.2962357747300846
CROSTI VITTORIO,3594,,PSI,16,19,,668265,54,0.29041772350788986
CIOTTI BIAGIO,2886,,PSI,16,19,,668265,54,0.23320688648964108
FALCONE GENNARO,2624,,PSI,16,19,,668265,54,0.21203564454221005
STILLITANO ANGELA,2621,,PSI,16,19,,668265,54,0.21179322574128526
PALAZZO RENATO,2544,,PSI,16,19,,668265,54,0.20557114318421585
DE MARTINO UMBERTO,2467,,PSI,16,19,,668265,54,0.1993490606271464
RAMAZZOTTI LAMBERTO,2434,,PSI,16,19,,668265,54,0.1966824538169738
VIGORITO GIUSEPPE,2196,,PSI,16,19,,668265,54,0.17745056227694103
NAPOLITANO GIUSEPPE,2084,,PSI,16,19,,668265,54,0.16840026037574915
DONAGGIO ANTONIO,1933,,PSI,16,19,,668265,54,0.15619851406253507
MAUGERI SALVATORE,1889,,PSI,16,19,,668265,54,0.15264303831563825
SAI DETTO PIERO PIERO ANTONIO,1773,,PSI,16,19,,668265,54,0.14326951134654664
DE MONTIS PIETRO,1747,,PSI,16,19,,668265,54,0.14116854840519855
PALIOTTA SALVATORE,1713,,PSI,16,19,,668265,54,0.138421135328051
PARESCE STEFANO,1712,,PSI,16,19,,668265,54,0.13834032906107607
PIERSANTI GIUSEPPE,1688,,PSI,16,19,,668265,54,0.1364009786536778
MARIANGELI DETTA MIRELLA CARMEN,1429,,PSI,16,19,,668265,54,0.11547215550717156
RUSSO GIOVANNI,1298,,PSI,16,19,,668265,54,0.10488653453345603
DI NINNO ARMANDO,1283,,PSI,16,19,,668265,54,0.10367444052883212
PICCIONI CARLO,1250,,PSI,16,19,,668265,54,0.10100783371865951
DE BENEDETTI ENRICO,1240,,PSI,16,19,,668265,54,0.10019977104891024
SALVADOR MIRELLA,1192,,PSI,16,19,,668265,54,0.09632107023411371
POGGIARONI ALBERTO,1184,,PSI,16,19,,668265,54,0.09567462009831429
GREGORI MASSIMO,1105,,PSI,16,19,,668265,54,0.089290925007295
PRIOLO CARLO,1093,,PSI,16,19,,668265,54,0.08832124980359587
PIRRO' CLAUDIO,1068,,PSI,16,19,,668265,54,0.08630109312922268
ROSSI LUIGI,1056,,PSI,16,19,,668265,54,0.08533141792552355
SALDI MASSIMO,1056,,PSI,16,19,,668265,54,0.08533141792552355
PATRUNO DETTO IGO IGOR,1020,,PSI,16,19,,668265,54,0.08242239231442616
GUASTAMACCHIA NICOLA,983,,PSI,16,19,,668265,54,0.07943256043635384
SALVATI GIUSEPPE,849,,PSI,16,19,,668265,54,0.06860452066171355
ROSSI LUCIANO,808,,PSI,16,19,,668265,54,0.06529146371574152
SAFFIOTTI GUIDO,763,,PSI,16,19,,668265,54,0.06165518170186977
PIEROZZI BRUNO,556,,PSI,16,19,,668265,54,0.044928284438059754
RUTIGLIANO FABIO,522,,PSI,16,19,,668265,54,0.04218087136091221
SABATINI RENATO,432,,PSI,16,19,,668265,54,0.03490830733316873
RUSSO VITTORIO,409,,PSI,16,19,,668265,54,0.03304976319274539
ANDREOTTI GIULIO,329599,Eletto,DC,17,19,,2289106,54,7.775238892388557
SBARDELLA VITTORIO,125715,Eletto,DC,17,19,,2289106,54,2.965616271155639
DARIDA CLELIO,118292,Eletto,DC,17,19,,2289106,54,2.790507735334231
CURSI CESARE,93242,Eletto,DC,17,19,,2289106,54,2.1995783506748925
FIORI PUBLIO,83301,Eletto,DC,17,19,,2289106,54,1.965070206447408
MICHELINI ALBERTO,78112,Eletto,DC,17,19,,2289106,54,1.8426617203397309
MEROLLI CARLO,77154,Eletto,DC,17,19,,2289106,54,1.820062504750763
GALLONI GIOVANNI,74732,Eletto,DC,17,19,,2289106,54,1.7629275359026624
VOLPONI ALBERTO,71676,Eletto,DC,17,19,,2289106,54,1.6908365099737628
BRUNI FRANCESCO GIUSEPPE,70787,Eletto,DC,17,19,,2289106,54,1.66986500406709
FAUSTI FRANCO,69277,Eletto,DC,17,19,,2289106,54,1.6342441110197605
ROCCHI ROLANDO,67850,Eletto,DC,17,19,,2289106,54,1.6005811875902645
COSTA SILVIA,67576,Eletto,DC,17,19,,2289106,54,1.594117528851875
CARELLI RODOLFO,66925,Eletto,DC,17,19,,2289106,54,1.5787604418493508
MENSURATI ELIO,64271,Eletto,DC,17,19,,2289106,54,1.5161525940694751
BUBBICO MAURO,63963,Eletto,DC,17,19,,2289106,54,1.508886875487636
