candidate,party_id,value,district_id,N,Q,vQ/N
ANDRES HERKEL,Eesti Vabaerakond,222,1,928,13,3.1099137931034484
ÕIE-MARI AASMÄE,Eesti Vabaerakond,43,1,928,13,0.6023706896551724
JÜRI PINO,Eesti Vabaerakond,36,1,928,13,0.5043103448275862
JAAK PROZES,Eesti Vabaerakond,35,1,928,13,0.49030172413793105
AGE MINKA,Eesti Vabaerakond,27,1,928,13,0.37823275862068967
JAANIKA KLOPETS,Eesti Vabaerakond,23,1,928,13,0.32219827586206895
TÕNU TEEVEER,Eesti Vabaerakond,19,1,928,13,0.2661637931034483
MARIKE LAHT,Eesti Vabaerakond,18,1,928,13,0.2521551724137931
JAANUS OJANGU,Eesti Vabaerakond,15,1,928,13,0.2101293103448276
SANDER KLAUSEN,Eesti Vabaerakond,12,1,928,13,0.16810344827586207
JAANUS PAASOJA,Eesti Vabaerakond,9,1,928,13,0.12607758620689655
PEETER LIINSOO,Eesti Vabaerakond,5,1,928,13,0.07004310344827586
Total of list 0.0826 quotas,Eesti Vabaerakond,464,1,928,13,6.5
KRISTEN MICHAL,Eesti Reformierakond,6347,1,32598,13,2.531167556291797
HEIDY PURGA,Eesti Reformierakond,4763,1,32598,13,1.899472360267501
ARTO AAS,Eesti Reformierakond,2339,1,32598,13,0.9327872875636543
SIGNE RIISALO,Eesti Reformierakond,837,1,32598,13,0.3337934842628382
ANTS LEEMETS,Eesti Reformierakond,477,1,32598,13,0.1902263942573164
MERIKE LANG,Eesti Reformierakond,321,1,32598,13,0.12801398858825694
LIIS KLAAR,Eesti Reformierakond,307,1,32598,13,0.1224308239769311
LEMBIT KOLK,Eesti Reformierakond,274,1,32598,13,0.1092705073930916
KRISTO ENN VAGA,Eesti Reformierakond,248,1,32598,13,0.09890177311491502
KATRIN HELENDI,Eesti Reformierakond,181,1,32598,13,0.07218234247499847
ANDRES ARO,Eesti Reformierakond,104,1,32598,13,0.0414749371127063
GEROL SILKIN,Eesti Reformierakond,101,1,32598,13,0.040278544695993616
Total of list 2.9006 quotas,Eesti Reformierakond,16299,1,32598,13,6.5
ZÜLEYXA IZMAILOVA,Erakond Eestimaa Rohelised,923,1,3624,13,3.31098233995585
MATTIAS TUROVSKI,Erakond Eestimaa Rohelised,441,1,3624,13,1.5819536423841059
KADRI SIKK,Erakond Eestimaa Rohelised,131,1,3624,13,0.46992273730684325
ANNE VETIK,Erakond Eestimaa Rohelised,71,1,3624,13,0.25469094922737306
FIDEELIA-SIGNE ROOTS,Erakond Eestimaa Rohelised,64,1,3624,13,0.22958057395143489
KRISTINA SADOHHINA,Erakond Eestimaa Rohelised,35,1,3624,13,0.12555187637969095
EERO UUSTALU,Erakond Eestimaa Rohelised,30,1,3624,13,0.1076158940397351
HANNES LIITMÄE,Erakond Eestimaa Rohelised,30,1,3624,13,0.1076158940397351
MIHKEL TIGANIK,Erakond Eestimaa Rohelised,28,1,3624,13,0.10044150110375276
TARMO ANDRE ELVISTO,Erakond Eestimaa Rohelised,26,1,3624,13,0.09326710816777042
MAIGI KÄIGE,Erakond Eestimaa Rohelised,22,1,3624,13,0.07891832229580574
MARTTI PREEM,Erakond Eestimaa Rohelised,11,1,3624,13,0.03945916114790287
Total of list 0.3225 quotas,Erakond Eestimaa Rohelised,1812,1,3624,13,6.5
SVEN MIKSER,Sotsiaaldemokraatlik Erakond,1693,1,11366,13,1.9363892310399438
RIINA SIKKUT,Sotsiaaldemokraatlik Erakond,1610,1,11366,13,1.8414569769487947
JAAK JUSKE,Sotsiaaldemokraatlik Erakond,672,1,11366,13,0.7686081295090621
ANDRUS VAARIK,Sotsiaaldemokraatlik Erakond,495,1,11366,13,0.5661622382544431
MARIANNE MIKKO,Sotsiaaldemokraatlik Erakond,419,1,11366,13,0.4792363188456801
ROY STRIDER,Sotsiaaldemokraatlik Erakond,222,1,11366,13,0.2539151856413866
SIIM TUISK,Sotsiaaldemokraatlik Erakond,192,1,11366,13,0.21960232271687488
MARIS SILD,Sotsiaaldemokraatlik Erakond,101,1,11366,13,0.11551997184585606
ERIKA SCHOLLER,Sotsiaaldemokraatlik Erakond,98,1,11366,13,0.1120886855534049
JOOSEP VIMM,Sotsiaaldemokraatlik Erakond,81,1,11366,13,0.0926447298961816
JEVGENI VAISBEIN,Sotsiaaldemokraatlik Erakond,53,1,11366,13,0.06061939116663734
GERTRUD KASEMAA,Sotsiaaldemokraatlik Erakond,47,1,11366,13,0.053756818581735
Total of list 1.0114 quotas,Sotsiaaldemokraatlik Erakond,5683,1,11366,13,6.5
MIHKEL KANGUR,Elurikkuse Erakond,423,1,1278,9,2.9788732394366195
RIINU LEPA,Elurikkuse Erakond,43,1,1278,9,0.3028169014084507
RIINA SOONE,Elurikkuse Erakond,42,1,1278,9,0.29577464788732394
ALLAN KOKKOTA,Elurikkuse Erakond,33,1,1278,9,0.2323943661971831
ALLAN PROOSO,Elurikkuse Erakond,32,1,1278,9,0.22535211267605634
SIIRI TIIVITS-PUTTONEN,Elurikkuse Erakond,27,1,1278,9,0.19014084507042253
ÜLO MÄNGEL,Elurikkuse Erakond,25,1,1278,9,0.176056338028169
KERTU NAMSING,Elurikkuse Erakond,14,1,1278,9,0.09859154929577464
Total of list 0.1137 quotas,Elurikkuse Erakond,639,1,1278,9,4.5
URMAS REITELMANN,Eesti Konservatiivne Rahvaerakond,2585,1,12722,13,2.6414871875491275
URMAS ESPENBERG,Eesti Konservatiivne Rahvaerakond,1974,1,12722,13,2.017135670492061
ARGO LUUDE,Eesti Konservatiivne Rahvaerakond,353,1,12722,13,0.3607137242571923
ÕNNELI MATT,Eesti Konservatiivne Rahvaerakond,314,1,12722,13,0.32086149976418804
TOIVO TASA,Eesti Konservatiivne Rahvaerakond,305,1,12722,13,0.31166483257349475
GEORG KIRSBERG,Eesti Konservatiivne Rahvaerakond,199,1,12722,13,0.20334853010532936
EDA RÜÜTEL,Eesti Konservatiivne Rahvaerakond,146,1,12722,13,0.14919037887124667
ANTS MILLER,Eesti Konservatiivne Rahvaerakond,122,1,12722,13,0.1246659330293979
KARL OLAF RÄÄK,Eesti Konservatiivne Rahvaerakond,106,1,12722,13,0.10831630246816538
KÜLLI REMSU,Eesti Konservatiivne Rahvaerakond,103,1,12722,13,0.10525074673793429
RIHO RAUSMA,Eesti Konservatiivne Rahvaerakond,101,1,12722,13,0.10320704291778023
URMAS SIEMER,Eesti Konservatiivne Rahvaerakond,53,1,12722,13,0.05415815123408269
Total of list 1.1320 quotas,Eesti Konservatiivne Rahvaerakond,6361,1,12722,13,6.5
LIINA NORMET,Erakond Eesti 200,1048,1,5270,13,2.585199240986717
MAREK REINAAS,Erakond Eesti 200,537,1,5270,13,1.3246679316888046
PIRKO KONSA,Erakond Eesti 200,161,1,5270,13,0.3971537001897533
MARGOT ROOSE,Erakond Eesti 200,152,1,5270,13,0.3749525616698292
TIIA SIHVER,Erakond Eesti 200,144,1,5270,13,0.3552182163187856
KARIN KAUP-LAPÕNIN,Erakond Eesti 200,120,1,5270,13,0.29601518026565465
VALERI IVANOV,Erakond Eesti 200,113,1,5270,13,0.27874762808349146
IVAR SOONE,Erakond Eesti 200,104,1,5270,13,0.25654648956356735
AHTI KALLASTE,Erakond Eesti 200,95,1,5270,13,0.23434535104364326
MARIANNA KAAT,Erakond Eesti 200,73,1,5270,13,0.18007590132827325
HENRY SINIVEE,Erakond Eesti 200,66,1,5270,13,0.16280834914611006
MAARIKA NEILINN,Erakond Eesti 200,22,1,5270,13,0.05426944971537002
Total of list 0.4689 quotas,Erakond Eesti 200,2635,1,5270,13,6.5
RAIMOND KALJULAID,Eesti Keskerakond,7303,1,33900,13,2.800560471976401
VADIM BELOBROVTSEV,Eesti Keskerakond,1969,1,33900,13,0.7550737463126843
MAREK JÜRGENSON,Eesti Keskerakond,1813,1,33900,13,0.6952507374631268
VIKTOR VASSILJEV,Eesti Keskerakond,1708,1,33900,13,0.6549852507374632
ANDREI NOVIKOV,Eesti Keskerakond,1144,1,33900,13,0.4387020648967552
ANDREI KOROBEINIK,Eesti Keskerakond,1133,1,33900,13,0.43448377581120945
NATALIA MALLEUS,Eesti Keskerakond,584,1,33900,13,0.22395280235988202
JAANUS RIIBE,Eesti Keskerakond,336,1,33900,13,0.1288495575221239
KALEV KALLO,Eesti Keskerakond,289,1,33900,13,0.1108259587020649
EHA VÕRK,Eesti Keskerakond,273,1,33900,13,0.10469026548672566
JÜRI ENNET,Eesti Keskerakond,248,1,33900,13,0.09510324483775812
JOSEF KATS,Eesti Keskerakond,150,1,33900,13,0.05752212389380531
Total of list 3.0165 quotas,Eesti Keskerakond,16950,1,33900,13,6.5
OLEG TESLA,Eestimaa Ühendatud Vasakpartei,70,1,140,2,1.0
Total of list 0.0125 quotas,Eestimaa Ühendatud Vasakpartei,70,1,140,2,1.0
TARMO KRUUSIMÄE,Isamaa Erakond,1811,1,9900,13,2.3780808080808082
MART LUIK,Isamaa Erakond,829,1,9900,13,1.0885858585858585
HELEN HÄÄL,Isamaa Erakond,459,1,9900,13,0.6027272727272728
PRIIDU PÄRNA,Isamaa Erakond,451,1,9900,13,0.5922222222222222
TIIT MEREN,Isamaa Erakond,292,1,9900,13,0.38343434343434346
PILLE LILL,Isamaa Erakond,261,1,9900,13,0.3427272727272727
VOOTELE HANSEN,Isamaa Erakond,227,1,9900,13,0.29808080808080806
AVO ÜPRUS,Isamaa Erakond,224,1,9900,13,0.29414141414141415
PEETER VÕSU,Isamaa Erakond,138,1,9900,13,0.1812121212121212
IMRE RAMMUL,Isamaa Erakond,122,1,9900,13,0.1602020202020202
KARL SANDER KASE,Isamaa Erakond,99,1,9900,13,0.13
JAKO KULL,Isamaa Erakond,37,1,9900,13,0.048585858585858586
Total of list 0.8809 quotas,Isamaa Erakond,4950,1,9900,13,6.5
MARGUS SAAR,Independent candidates,216,1,328,2,1.3170731707317074
HANNES VESKIMÄE,Independent candidates,112,1,328,2,0.6829268292682927
NEEME KUNINGAS,Eesti Vabaerakond,202,2,902,16,3.5831485587583147
KAJA JAKOBSON,Eesti Vabaerakond,77,2,902,16,1.3658536585365855
TAAVI SIMSON,Eesti Vabaerakond,29,2,902,16,0.5144124168514412
SIIM TUUR,Eesti Vabaerakond,25,2,902,16,0.4434589800443459
ARVET LINDSTRÖM,Eesti Vabaerakond,21,2,902,16,0.37250554323725055
HARLY KIRSPUU,Eesti Vabaerakond,15,2,902,16,0.2660753880266075
MATI ROOSNURM,Eesti Vabaerakond,14,2,902,16,0.24833702882483372
MART MUTSO,Eesti Vabaerakond,13,2,902,16,0.23059866962305986
EVE VIIDALEPP,Eesti Vabaerakond,12,2,902,16,0.21286031042128603
EVE OSA,Eesti Vabaerakond,12,2,902,16,0.21286031042128603
ANDRES LINTS,Eesti Vabaerakond,9,2,902,16,0.15964523281596452
AVE LOSSMANN,Eesti Vabaerakond,7,2,902,16,0.12416851441241686
IIVI ZAJEDOVA,Eesti Vabaerakond,7,2,902,16,0.12416851441241686
ALDO VAINO,Eesti Vabaerakond,6,2,902,16,0.10643015521064302
ALAR TINNUS,Eesti Vabaerakond,2,2,902,16,0.03547671840354767
Total of list 0.0838 quotas,Eesti Vabaerakond,451,2,902,16,8.0
SIIM KALLAS,Eesti Reformierakond,8733,2,36800,16,3.7969565217391303
KEIT PENTUS-ROSIMANNUS,Eesti Reformierakond,2482,2,36800,16,1.0791304347826087
KRISTINA ŠMIGUN-VÄHI,Eesti Reformierakond,2002,2,36800,16,0.8704347826086957
ANDRES SUTT,Eesti Reformierakond,1905,2,36800,16,0.8282608695652174
IVI EENMAA,Eesti Reformierakond,932,2,36800,16,0.4052173913043478
TOOMAS KRUUSIMÄGI,Eesti Reformierakond,566,2,36800,16,0.24608695652173912
ÜLLE RAJASALU,Eesti Reformierakond,561,2,36800,16,0.24391304347826087
JUHAN KANGILASKI,Eesti Reformierakond,310,2,36800,16,0.13478260869565217
KAUPO NÕLVAK,Eesti Reformierakond,304,2,36800,16,0.13217391304347825
HELEN MAHMASTOL,Eesti Reformierakond,154,2,36800,16,0.06695652173913043
MARGIT ELVISTE,Eesti Reformierakond,137,2,36800,16,0.05956521739130435
TAAVI TOPPI,Eesti Reformierakond,129,2,36800,16,0.05608695652173913
TIIT SOORM,Eesti Reformierakond,69,2,36800,16,0.03
RAINAR ENDEN,Eesti Reformierakond,65,2,36800,16,0.02826086956521739
MEELIS SOLL,Eesti Reformierakond,51,2,36800,16,0.02217391304347826
Total of list 3.4189 quotas,Eesti Reformierakond,18400,2,36800,16,8.0
ALEKSANDER LAANE,Erakond Eestimaa Rohelised,383,2,2942,16,2.082936777702243
HEIKI VALNER,Erakond Eestimaa Rohelised,270,2,2942,16,1.4683888511216858
REET HÄRMAT,Erakond Eestimaa Rohelised,183,2,2942,16,0.9952413324269205
LAURA LISETE ROOSAAR,Erakond Eestimaa Rohelised,144,2,2942,16,0.7831407205982325
HELINA TILK,Erakond Eestimaa Rohelised,139,2,2942,16,0.7559483344663495
OLEV-ANDRES TINN,Erakond Eestimaa Rohelised,62,2,2942,16,0.3371855880353501
OSKAR-ALEKSANDER LESMENT,Erakond Eestimaa Rohelised,54,2,2942,16,0.29367777022433716
VOOTELE VAHER,Erakond Eestimaa Rohelised,52,2,2942,16,0.28280081577158395
ALEKSANDER POTOTSKI,Erakond Eestimaa Rohelised,51,2,2942,16,0.27736233854520737
ANNALIISA ASVEIT,Erakond Eestimaa Rohelised,45,2,2942,16,0.24473147518694766
RENE KUULMANN,Erakond Eestimaa Rohelised,30,2,2942,16,0.16315431679129844
ALLAN TALU,Erakond Eestimaa Rohelised,17,2,2942,16,0.09245411284840245
ULVI KOOP,Erakond Eestimaa Rohelised,14,2,2942,16,0.07613868116927261
MAKSIM ERIKSSON,Erakond Eestimaa Rohelised,14,2,2942,16,0.07613868116927261
ÜLLE RINGMÄE,Erakond Eestimaa Rohelised,13,2,2942,16,0.07070020394289599
Total of list 0.2733 quotas,Erakond Eestimaa Rohelised,1471,2,2942,16,8.0
JEVGENI OSSINOVSKI,Sotsiaaldemokraatlik Erakond,2680,2,11792,16,3.6363636363636362
MADLE LIPPUS,Sotsiaaldemokraatlik Erakond,478,2,11792,16,0.6485753052917232
TRIIN TOOMESAAR,Sotsiaaldemokraatlik Erakond,476,2,11792,16,0.6458616010854816
MONIKA HAUKANÕMM,Sotsiaaldemokraatlik Erakond,456,2,11792,16,0.6187245590230664
BARBI-JENNY PILVRE-STORGARD,Sotsiaaldemokraatlik Erakond,371,2,11792,16,0.5033921302578019
ANASTASSIA KOVALENKO,Sotsiaaldemokraatlik Erakond,357,2,11792,16,0.4843962008141113
ANDREI HVOSTOV,Sotsiaaldemokraatlik Erakond,240,2,11792,16,0.3256445047489824
KARL-MARTIN SINIJÄRV,Sotsiaaldemokraatlik Erakond,203,2,11792,16,0.27544097693351427
MAIMU BERG,Sotsiaaldemokraatlik Erakond,162,2,11792,16,0.2198100407055631
KRISTA KAMPUS,Sotsiaaldemokraatlik Erakond,131,2,11792,16,0.17774762550881953
JAAK ALLIK,Sotsiaaldemokraatlik Erakond,124,2,11792,16,0.16824966078697423
KRISTEL RANNAÄÄRE,Sotsiaaldemokraatlik Erakond,111,2,11792,16,0.15061058344640435
KIRILL KLAUS,Sotsiaaldemokraatlik Erakond,49,2,11792,16,0.06648575305291723
ALLAN KALJAKIN,Sotsiaaldemokraatlik Erakond,32,2,11792,16,0.04341926729986431
MIHHAIL BELJAJEV,Sotsiaaldemokraatlik Erakond,26,2,11792,16,0.035278154681139755
Total of list 1.0955 quotas,Sotsiaaldemokraatlik Erakond,5896,2,11792,16,8.0
TOOMAS TRAPIDO,Elurikkuse Erakond,363,2,1364,10,2.661290322580645
HELEN ORAV-KOTTA,Elurikkuse Erakond,91,2,1364,10,0.6671554252199413
PIRET RÄNI,Elurikkuse Erakond,79,2,1364,10,0.5791788856304986
EVE RANDVERE,Elurikkuse Erakond,47,2,1364,10,0.34457478005865105
MADIS MARK,Elurikkuse Erakond,30,2,1364,10,0.21994134897360704
TEET RANDMA,Elurikkuse Erakond,26,2,1364,10,0.1906158357771261
REET POOM,Elurikkuse Erakond,21,2,1364,10,0.15395894428152493
JÜRI KÕUK ROOST,Elurikkuse Erakond,13,2,1364,10,0.09530791788856305
JAANUS-JUHAN ILLEND,Elurikkuse Erakond,12,2,1364,10,0.08797653958944282
Total of list 0.1267 quotas,Elurikkuse Erakond,682,2,1364,10,5.0
LEO KUNNAS,Eesti Konservatiivne Rahvaerakond,4813,2,14220,16,5.415471167369901
ENDEL OJA,Eesti Konservatiivne Rahvaerakond,528,2,14220,16,0.5940928270042194
MAIT TALU,Eesti Konservatiivne Rahvaerakond,279,2,14220,16,0.3139240506329114
MARE LIIGER,Eesti Konservatiivne Rahvaerakond,275,2,14220,16,0.30942334739803096
HASSO UUETOA,Eesti Konservatiivne Rahvaerakond,224,2,14220,16,0.2520393811533052
URMAS SIMON,Eesti Konservatiivne Rahvaerakond,163,2,14220,16,0.18340365682137835
KAIRET REMMAK-GRASSMANN,Eesti Konservatiivne Rahvaerakond,154,2,14220,16,0.17327707454289734
RAUL ÖPIK,Eesti Konservatiivne Rahvaerakond,137,2,14220,16,0.15414908579465542
VILJO TAMM,Eesti Konservatiivne Rahvaerakond,132,2,14220,16,0.14852320675105485
KARINE SIIAK,Eesti Konservatiivne Rahvaerakond,110,2,14220,16,0.12376933895921238
PIRET KOLLO,Eesti Konservatiivne Rahvaerakond,82,2,14220,16,0.09226441631504922
KATRIN LINDE,Eesti Konservatiivne Rahvaerakond,77,2,14220,16,0.08663853727144867
RIHO NÜÜD,Eesti Konservatiivne Rahvaerakond,49,2,14220,16,0.05513361462728551
VEIKO HARTWIG VALGEPEA,Eesti Konservatiivne Rahvaerakond,49,2,14220,16,0.05513361462728551
JUHAN KOBIN,Eesti Konservatiivne Rahvaerakond,38,2,14220,16,0.04275668073136427
Total of list 1.3211 quotas,Eesti Konservatiivne Rahvaerakond,7110,2,14220,16,8.0
KRISTINA KALLAS,Erakond Eesti 200,2306,2,7522,16,4.905078436586014
GRIGORE-KALEV STOICESCU,Erakond Eesti 200,395,2,7522,16,0.8402020739165116
MEELIS NIINEPUU,Erakond Eesti 200,241,2,7522,16,0.5126296197819729
MART SANDER,Erakond Eesti 200,221,2,7522,16,0.47008774262164316
TOOMAS UIBO,Erakond Eesti 200,149,2,7522,16,0.31693698484445626
ERIK VEST,Erakond Eesti 200,106,2,7522,16,0.2254719489497474
AARE LAPÕNIN,Erakond Eesti 200,72,2,7522,16,0.15315075777718692
PAVEL STARKOV,Erakond Eesti 200,61,2,7522,16,0.1297527253390056
ANNE KAHRU,Erakond Eesti 200,45,2,7522,16,0.09571922361074182
ALEKSEI JAŠIN,Erakond Eesti 200,43,2,7522,16,0.09146503589470885
AVE TALU,Erakond Eesti 200,34,2,7522,16,0.07232119117256049
JULIA RUSTAMOVA,Erakond Eesti 200,31,2,7522,16,0.06593990959851104
ALEKSANDR MAIOROV,Erakond Eesti 200,22,2,7522,16,0.04679606487636267
ÜLLE KASK,Erakond Eesti 200,20,2,7522,16,0.0425418771603297
PIRET KÜRBIS,Erakond Eesti 200,15,2,7522,16,0.031906407870247275
Total of list 0.6988 quotas,Erakond Eesti 200,3761,2,7522,16,8.0
MIHHAIL KÕLVART,Eesti Keskerakond,17150,2,52670,16,5.209796848300741
MAILIS REPS,Eesti Keskerakond,2069,2,52670,16,0.6285171824568065
MIHHAIL KORB,Eesti Keskerakond,1114,2,52670,16,0.33840896145813554
MARIA JUFEREVA-SKURATOVSKI,Eesti Keskerakond,1011,2,52670,16,0.3071198025441428
VLADIMIR SVET,Eesti Keskerakond,980,2,52670,16,0.2977026770457566
ERKI SAVISAAR,Eesti Keskerakond,653,2,52670,16,0.1983671919498766
TÕNIS MÖLDER,Eesti Keskerakond,633,2,52670,16,0.1922916271122081
KALLE KLANDORF,Eesti Keskerakond,492,2,52670,16,0.14945889500664514
SERGEI PTŠJOLKIN,Eesti Keskerakond,460,2,52670,16,0.13973799126637554
JÜRI KUUSKEMAA,Eesti Keskerakond,423,2,52670,16,0.12849819631668882
MÄRT SULTS,Eesti Keskerakond,422,2,52670,16,0.1281944180748054
IMRE SOOÄÄR,Eesti Keskerakond,349,2,52670,16,0.10601860641731536
TANEL KIIK,Eesti Keskerakond,237,2,52670,16,0.07199544332637176
IRINA EMBRICH,Eesti Keskerakond,200,2,52670,16,0.06075564837668502
PEETER MARDNA,Eesti Keskerakond,142,2,52670,16,0.043136510347446366
Total of list 4.8933 quotas,Eesti Keskerakond,26335,2,52670,16,8.0
ANDREI ORPONEN,Eestimaa Ühendatud Vasakpartei,113,2,226,2,1.0
Total of list 0.0210 quotas,Eestimaa Ühendatud Vasakpartei,113,2,226,2,1.0
VIKTORIA LADÕNSKAJA-KUBITS,Isamaa Erakond,1259,2,10832,16,1.8596750369276218
SVEN SESTER,Isamaa Erakond,1154,2,10832,16,1.7045790251107829
RIINA SOLMAN,Isamaa Erakond,906,2,10832,16,1.3382570162481535
LAGLE PAREK,Isamaa Erakond,595,2,10832,16,0.8788774002954209
MADIS PÄTS,Isamaa Erakond,283,2,10832,16,0.41802067946824223
KALEV VAPPER,Isamaa Erakond,271,2,10832,16,0.40029542097488924
HELDUR-VALDEK SEEDER,Isamaa Erakond,252,2,10832,16,0.3722304283604136
JÜRI TREI,Isamaa Erakond,141,2,10832,16,0.20827178729689808
TOIVO JÜRGENSON,Isamaa Erakond,121,2,10832,16,0.17872968980797638
ILLIMAR LEPPIK VON WIRÉN,Isamaa Erakond,106,2,10832,16,0.15657311669128507
TIIT MATSULEVITŠ,Isamaa Erakond,83,2,10832,16,0.12259970457902511
JAAK AHELIK,Isamaa Erakond,82,2,10832,16,0.12112259970457903
INGO NORMET,Isamaa Erakond,76,2,10832,16,0.11225997045790251
LEA NILSON,Isamaa Erakond,56,2,10832,16,0.0827178729689808
TIIT NABER,Isamaa Erakond,31,2,10832,16,0.04579025110782865
Total of list 1.0063 quotas,Isamaa Erakond,5416,2,10832,16,8.0
HANDO TÕNUMAA,Independent candidates,191,2,329,4,2.3221884498480243
MAARIKA PÄHKLEMÄE,Independent candidates,75,2,329,4,0.9118541033434651
EGE HIRV,Independent candidates,39,2,329,4,0.47416413373860183
SERGEI SVJATUŠENKO,Independent candidates,24,2,329,4,0.2917933130699088
AIN LUTSEPP,Eesti Vabaerakond,427,3,1428,11,3.2892156862745097
MERIKE VÄRIK,Eesti Vabaerakond,81,3,1428,11,0.6239495798319328
EPP ALATALU,Eesti Vabaerakond,66,3,1428,11,0.5084033613445378
TÕNU PLOOMPUU,Eesti Vabaerakond,44,3,1428,11,0.3389355742296919
ALEKSANDR DORMIDONTOV,Eesti Vabaerakond,37,3,1428,11,0.2850140056022409
KAJA VAJAK,Eesti Vabaerakond,17,3,1428,11,0.13095238095238096
MARGUS RAHA,Eesti Vabaerakond,16,3,1428,11,0.12324929971988796
ANNE HANSBERG,Eesti Vabaerakond,11,3,1428,11,0.08473389355742297
TÕNU ARU,Eesti Vabaerakond,8,3,1428,11,0.06162464985994398
VIKTORIA LUKATS,Eesti Vabaerakond,7,3,1428,11,0.05392156862745098
Total of list 0.1145 quotas,Eesti Vabaerakond,714,3,1428,11,5.5
URMAS PAET,Eesti Reformierakond,8584,3,32418,11,2.912702819421309
MARIS LAURI,Eesti Reformierakond,4331,3,32418,11,1.4695847985686965
VILJA TOOMAST,Eesti Reformierakond,953,3,32418,11,0.323369732864458
JOHANNES KERT,Eesti Reformierakond,708,3,32418,11,0.2402369054229132
EERO MERILIND,Eesti Reformierakond,429,3,32418,11,0.14556727743846012
ÕNNE PILLAK,Eesti Reformierakond,379,3,32418,11,0.12860139428712444
ART KUUM,Eesti Reformierakond,344,3,32418,11,0.11672527608118946
STEN LAANSOO,Eesti Reformierakond,242,3,32418,11,0.08211487445246468
TÕNU MEIJEL,Eesti Reformierakond,140,3,32418,11,0.047504472823739895
TOOMAS KÄRK,Eesti Reformierakond,99,3,32418,11,0.03359244863964464
Total of list 2.5996 quotas,Eesti Reformierakond,16209,3,32418,11,5.5
KASPAR KURVE,Erakond Eestimaa Rohelised,438,3,2454,11,1.9633251833740832
TÕNU TRUBETSKY,Erakond Eestimaa Rohelised,226,3,2454,11,1.013039934800326
KATRIN JÕGISAAR,Erakond Eestimaa Rohelised,193,3,2454,11,0.865118174409128
TIIU ROOSMA,Erakond Eestimaa Rohelised,149,3,2454,11,0.6678891605541972
KARIN PÕLDOJA,Erakond Eestimaa Rohelised,74,3,2454,11,0.33170334148329256
ERROL VARES,Erakond Eestimaa Rohelised,56,3,2454,11,0.25101874490627546
AGU KIVIMÄGI,Erakond Eestimaa Rohelised,29,3,2454,11,0.12999185004074978
URVE MADAR,Erakond Eestimaa Rohelised,28,3,2454,11,0.12550937245313773
ANNE ARTUS,Erakond Eestimaa Rohelised,20,3,2454,11,0.08964955175224124
ANDREI KIISLER,Erakond Eestimaa Rohelised,14,3,2454,11,0.06275468622656886
Total of list 0.1968 quotas,Erakond Eestimaa Rohelised,1227,3,2454,11,5.5
HELVE SÄRGAVA,Sotsiaaldemokraatlik Erakond,1466,3,9302,11,1.733605676198667
RAINER VAKRA,Sotsiaaldemokraatlik Erakond,1440,3,9302,11,1.702859600086003
MART MERI,Sotsiaaldemokraatlik Erakond,407,3,9302,11,0.4812943453020856
SILVER MEIKAR,Sotsiaaldemokraatlik Erakond,271,3,9302,11,0.3204687164050742
KÜLLI URB,Sotsiaaldemokraatlik Erakond,238,3,9302,11,0.2814448505697699
OLGA SÕTNIK,Sotsiaaldemokraatlik Erakond,227,3,9302,11,0.2684368952913352
ANTO LIIVAT,Sotsiaaldemokraatlik Erakond,224,3,9302,11,0.26488927112448934
JAAK KANGILASKI,Sotsiaaldemokraatlik Erakond,160,3,9302,11,0.18920662223177812
MERLI REIDOLF,Sotsiaaldemokraatlik Erakond,159,3,9302,11,0.1880240808428295
OLEV REMSU,Sotsiaaldemokraatlik Erakond,59,3,9302,11,0.06976994194796818
Total of list 0.7459 quotas,Sotsiaaldemokraatlik Erakond,4651,3,9302,11,5.5
LAURI TÕNSPOEG,Elurikkuse Erakond,313,3,1088,5,1.4384191176470589
OTT KÖSTNER,Elurikkuse Erakond,87,3,1088,5,0.39981617647058826
ANDRES VESPER,Elurikkuse Erakond,84,3,1088,5,0.3860294117647059
JÜRI PETERSON,Elurikkuse Erakond,60,3,1088,5,0.2757352941176471
Total of list 0.0872 quotas,Elurikkuse Erakond,544,3,1088,5,2.5
MARTIN HELME,Eesti Konservatiivne Rahvaerakond,5967,3,14110,11,4.651807228915662
KADRI VILBA,Eesti Konservatiivne Rahvaerakond,367,3,14110,11,0.28610914245216157
EVE PÄRNASTE,Eesti Konservatiivne Rahvaerakond,296,3,14110,11,0.2307583274273565
MART KALLAS,Eesti Konservatiivne Rahvaerakond,102,3,14110,11,0.07951807228915662
JÜRI BÖHM,Eesti Konservatiivne Rahvaerakond,72,3,14110,11,0.05613040396881644
RAIVO PÕHJAKIVI,Eesti Konservatiivne Rahvaerakond,70,3,14110,11,0.05457122608079376
WESSE ALLIK,Eesti Konservatiivne Rahvaerakond,57,3,14110,11,0.04443656980864635
AIN PEDAJAS,Eesti Konservatiivne Rahvaerakond,52,3,14110,11,0.04053862508858965
TÕNIS TÄHE,Eesti Konservatiivne Rahvaerakond,50,3,14110,11,0.03897944720056697
ANDRE PERE,Eesti Konservatiivne Rahvaerakond,22,3,14110,11,0.01715095676824947
Total of list 1.1315 quotas,Eesti Konservatiivne Rahvaerakond,7055,3,14110,11,5.5
LAURI HUSSAR,Erakond Eesti 200,1300,3,4630,11,3.088552915766739
TIIT ELENURM,Erakond Eesti 200,287,3,4630,11,0.6818574514038876
